,us_aa,us_a,us_bbb,us_bb,us_b
2018-02-06,0.5105636783477551,1.0011994169334262,2.014899232715566,3.476533349342619,5.062019604224023
2018-02-07,0.5102858440738052,0.9999391589186235,2.0146960565746546,3.4843311915884763,5.068923210469802
2018-02-08,0.5095890324147964,0.9977147047422433,2.0103529912816063,3.479944634592906,5.075433549052622
2018-02-09,0.5117344498963313,1.0025685837953862,2.0122852055682117,3.4796031496124447,5.077581213968631
2018-02-12,0.5124931006243925,1.0050135389015988,2.0088727216919087,3.46937141600476,5.094752405508576
2018-02-13,0.5119371063809021,1.0038990112250932,2.0151785537005313,3.476289616497838,5.108020672856279
2018-02-14,0.5153848761337476,1.0051819202017505,2.0171565722195406,3.4648131272627296,5.118039244796817
2018-02-15,0.5148470607813176,1.0044745552469683,2.0160490505214366,3.45495626377801,5.143702900524905
2018-02-16,0.51596263422909,1.0023965162091295,2.016486438593525,3.46126116614303,5.142238266504927
2018-02-19,0.5156287915619114,1.0038205898825845,2.020099591077918,3.4727815362204293,5.1375902632117665
2018-02-20,0.5188910965919674,1.0028476842266238,2.0208434360921608,3.47103786971208,5.1461938942048
2018-02-21,0.5190648161435946,1.003074178253622,2.029331873921095,3.470756692840903,5.143667551224857
2018-02-22,0.519297644599376,1.006138267958321,2.033875343986677,3.476206370199601,5.1437868283813355
2018-02-23,0.5190179038818306,1.0088719072697072,2.0358257734569216,3.4779430570877854,5.133927628723832
2018-02-26,0.519410927733833,1.007221627394139,2.0320778299628874,3.4757037480115254,5.139994223300963
2018-02-27,0.5218100034111288,1.0086797222010002,2.0314902775472796,3.472791026283211,5.125284150845587
2018-02-28,0.5235016911004982,1.005296153462563,2.0334057774274896,3.463390238538301,5.124319768633994
2018-03-01,0.5235578434627305,1.00664739594651,2.030114331764457,3.4647878891710224,5.124166211258836
2018-03-02,0.5269604936756438,1.0070928818639133,2.0352880392643087,3.464236388238606,5.119805822834638
2018-03-05,0.528706464958329,1.0082298199510038,2.031391409897197,3.4616093111639294,5.102233675248023
2018-03-06,0.5278301027199342,1.007337485687071,2.028842507105013,3.455598422390555,5.084587364310278
2018-03-07,0.5250694060124663,1.0135896995080285,2.0265933103654334,3.4501952372707945,5.07712564024356
2018-03-08,0.5242393784088732,1.0108858003851675,2.029568608207966,3.453905498793835,5.082516143531181
2018-03-09,0.5250660759659738,1.0138004555180729,2.0263488627392827,3.459195480684289,5.0854053921456
2018-03-12,0.5262604767072366,1.010705360558768,2.019148956457607,3.4572327837465453,5.085241038557289
2018-03-13,0.5289787520738406,1.0122183930826558,2.0235011118006536,3.454637906307067,5.076395153697114
2018-03-14,0.5267896601236026,1.0139457630144113,2.0217235666602313,3.449516018027382,5.0798064759097254
2018-03-15,0.525911349455709,1.0141106906290982,2.0174495361316236,3.4551369382888275,5.061816183129336
2018-03-16,0.52355606411596,1.012624717397467,2.0144301019188133,3.455322912906763,5.037850688305617
2018-03-19,0.520878465692801,1.013048122069703,2.0212971529155506,3.4575303187827267,5.035419972793466
2018-03-20,0.5196228282008944,1.0138491530699933,2.0186689781264593,3.4596811395632874,5.029959458992496
2018-03-21,0.5203560526894825,1.0192189625289123,2.0181755057049515,3.4578349298400837,5.040091171968971
2018-03-22,0.5218988415592631,1.0166019416730114,2.0163878322558073,3.450842769241023,5.041671009746699
2018-03-23,0.5200021333460197,1.0149342011840694,2.0114571820820726,3.4448659703069078,5.058178362846697
2018-03-26,0.5183835815072453,1.0157884078552775,2.008486307833085,3.451633283502792,5.052696212159743
2018-03-27,0.5148239351565984,1.0150202464840916,2.0032818742050584,3.447279177613689,5.057563935074964
2018-03-28,0.5152526395731524,1.0147201233708998,2.0071053993077816,3.444817003695199,5.055041163780809
2018-03-29,0.5137883617692109,1.0179311788769911,2.007508915566236,3.4380106604829717,5.068858361022119
2018-03-30,0.5171144245256346,1.0094703793667035,2.0174396266149333,3.4307142613694133,5.066817856550879
2018-04-02,0.5179340421249339,1.00767653133165,2.014603983714971,3.426099271387241,5.075361924352336
2018-04-03,0.5175911506380203,1.0024494236528962,2.0111685427303883,3.4362297144927076,5.064585734707094
2018-04-04,0.5163089257829314,0.998861974342184,2.0173035818038096,3.440177938839862,5.060433608275774
2018-04-05,0.513319585342543,1.0060758478184013,2.021535489932082,3.4370172056113204,5.0595931741564995
2018-04-06,0.510583841788652,1.0078703522202597,2.023074550019166,3.443514466378632,5.072227349556128
2018-04-09,0.5093395598795077,1.010725046995434,2.018619783958813,3.4426006731388537,5.050255480146047
2018-04-10,0.5079417541154592,1.0104834580460746,2.025599769029725,3.4507267134208046,5.04692903568159
2018-04-11,0.5059434104297672,1.0127595995205705,2.0253113563906435,3.463997095523182,5.043264234417316
2018-04-12,0.5066975998846519,1.0074599059980096,2.0235886558766634,3.470166065958779,5.022494499193373
2018-04-13,0.5077261310694816,1.0105748012333184,2.0281604948243364,3.4707333716901143,5.017854141585905
2018-04-16,0.5068088662748781,1.0081152688776387,2.0280713143393214,3.4749292309312128,5.002447470273991
2018-04-17,0.5106791708114088,1.006521321419661,2.023408633996794,3.475019658246906,4.9791408354936175
2018-04-18,0.5071857120783766,1.008036774631025,2.0235698443947885,3.4640036680630555,4.976517707208664
2018-04-19,0.5073020398763212,1.0089861149067716,2.0204444491885054,3.4600759155777836,4.9735562560006255
2018-04-20,0.5068648794681453,1.0092399750519523,2.0084070846177724,3.454366366003864,4.971106720171033
2018-04-23,0.5057634777042107,1.0051506865912114,2.004880243849172,3.450305619752879,4.973635302630016
2018-04-24,0.5043681520121847,1.0054501275976762,2.0027693015657007,3.4610676483487155,4.964841334397879
2018-04-25,0.5043542322463599,1.008331811658126,1.9981467211285284,3.4678005468058437,4.982749894532338
2018-04-26,0.5039031765917165,1.0067343503698265,2.000447707256985,3.4704458556144933,4.982416954451023
2018-04-27,0.5031194235374914,1.0106791615058475,1.9973379162276694,3.4753199133172017,4.995281259081638
2018-04-30,0.5005219842675126,1.0080610856981054,1.9992516210310074,3.4639672324017665,4.9784822666667505
2018-05-01,0.4972857606318916,1.0080807293732605,1.9943183420855342,3.468336334680304,4.970136970165832
2018-05-02,0.4967087276815005,1.0126867125733905,1.9979552177698643,3.4739740805775168,4.977000118216274
2018-05-03,0.4959045354725074,1.0106425128352916,1.9928492876631982,3.460535597451393,4.9747344754594955
2018-05-04,0.49551046175195373,1.013804469285423,1.983483166025634,3.465127017974069,4.964002681585765
2018-05-07,0.4952932181561747,1.0197284263720883,1.9884322163662869,3.4565825761180666,4.945616382599325
2018-05-08,0.4942482134724091,1.0202415585788607,1.985008641151362,3.4447625439793907,4.952948419321729
2018-05-09,0.4938233986247727,1.0186605076167108,1.9920363573841597,3.452720453280548,4.959464441871217
2018-05-10,0.4921163420085657,1.0163422912078606,1.9942947249889922,3.446678158994874,4.961897648785409
2018-05-11,0.49516423362689227,1.0202560993179026,1.997455778262517,3.4423824785585677,4.95693858687755
2018-05-14,0.49356475333059235,1.0240861819159215,2.0016376682643813,3.4483201058151116,4.945807686601252
2018-05-15,0.4928227919116617,1.0284341092845277,2.002088385649378,3.4464886761815974,4.945277871202285
2018-05-16,0.4913752143334339,1.0283355942325598,2.0025846073207316,3.445407683939223,4.932124685165831
2018-05-17,0.4898940512530241,1.0314490150571411,2.007709967417509,3.4441951625005953,4.924608844360185
2018-05-18,0.48994333438629994,1.031302496883763,2.0081554014003014,3.446280755126444,4.93722135017418
2018-05-21,0.48973886596653393,1.028653331518938,2.005242694013115,3.4449227486281,4.918712992542867
2018-05-22,0.48881994518578353,1.0320258618742748,2.0075857282537637,3.4456075050742547,4.92548827081187
2018-05-23,0.4882529932026749,1.0369274727091096,1.999131154596224,3.4425861563217786,4.940430230326362
2018-05-24,0.48681336610068837,1.0338656667907655,2.004409389802465,3.4446970738610547,4.948592827520188
2018-05-25,0.4876168173761407,1.0307473739020636,2.0097711463463255,3.446580132052482,4.952574956304453
2018-05-28,0.4917272028613221,1.030867319704754,2.0145638130188175,3.457967447078587,4.947939227842742
2018-05-29,0.48997752030685565,1.033735705521977,2.0192029008683283,3.4556799413805446,4.941480347298402
2018-05-30,0.4907654467543249,1.030334247940715,2.018866199566964,3.4545749482737147,4.918999038637768
2018-05-31,0.4908553446683663,1.0310152951515827,2.018439470028992,3.4560078942293373,4.919369105440442
2018-06-01,0.49219260418463145,1.0292440142894035,2.0135209096699085,3.4617945080952253,4.915346700953151
2018-06-04,0.4935861901056236,1.0313465015888785,2.0205130746767526,3.455244997176162,4.908366356866331
2018-06-05,0.4939970155000609,1.028952841124391,2.0185730019846475,3.4558664563068127,4.908165546577542
2018-06-06,0.49391737434783073,1.0312682501252133,2.0199325432236552,3.440819500090482,4.908789241379588
2018-06-07,0.49304847394853385,1.0307936056927602,2.020948724355474,3.439190308590148,4.9024336684059175
2018-06-08,0.4915185532423166,1.0279821841217172,2.0155870476290576,3.445626670770744,4.918564476240685
2018-06-11,0.491324861920413,1.0281732539879977,2.0086083475325647,3.4412698161526603,4.92587050403181
2018-06-12,0.48875568425757765,1.0223593340445327,2.008630694016034,3.442330841844372,4.9348332896155425
2018-06-13,0.4875679722773427,1.020682050328218,2.006815669545588,3.4391574083980703,4.933800261779148
2018-06-14,0.48978167952628787,1.021694253539192,2.0064579221086145,3.4340009952116684,4.938912619101759
2018-06-15,0.4899787039684472,1.0163789892020962,2.0107195846294275,3.4398299112012767,4.929955573095774
2018-06-18,0.4917640328063183,1.00866557864278,2.011619361231576,3.433558359062203,4.936618158498277
2018-06-19,0.4947033205796352,1.0016474766833405,2.0146534513946346,3.4353161508253813,4.93457413242514
2018-06-20,0.4943492616678056,1.0056288623498415,2.016434764043337,3.4371662605499784,4.924354297074997
2018-06-21,0.49476391333619285,1.0053985853115535,2.0151694272703775,3.432055463447747,4.924126630362804
2018-06-22,0.4941602215478873,1.0038011891295318,2.0111622146016055,3.4329895749894925,4.921206090060306
2018-06-25,0.4925350100269361,1.0066366533365323,2.0122210860740593,3.4273798879646846,4.944436783332514
2018-06-26,0.4906290735082713,1.005423304289125,2.0125566565514434,3.43051063921414,4.948790725817314
2018-06-27,0.4923153742534643,1.0062286899887252,2.0162172819014628,3.422620964926282,4.964587900491796
2018-06-28,0.4927326288144356,1.0063059560414949,2.0156136816225727,3.4205833319071313,4.975900771555383
2018-06-29,0.4964258349585977,1.004892957779236,2.0144243154421106,3.4190667019491836,4.976278577553358
2018-07-02,0.4983699389844455,1.0057753954309034,2.0135063179069843,3.4257444339784477,4.9718413855240575
2018-07-03,0.4969075130053727,1.0080951790951638,2.0098314113669624,3.4265846924087193,4.954439119712054
2018-07-04,0.49858819736582627,1.0075404592441128,2.015619051146244,3.4323147733493915,4.945729684205407
2018-07-05,0.49797804628762177,1.006158792524649,2.020177566164707,3.4356429196403306,4.952357218782949
2018-07-06,0.5004117657058798,1.0051312553006506,2.015325446848875,3.4389327376457053,4.949335914931742
2018-07-09,0.49943909795139374,0.9982375177022934,2.0185412394167654,3.436941138504325,4.953094118189126
2018-07-10,0.49733424603090837,0.9990866963418201,2.011161219161036,3.443066573805474,4.932791366675653
2018-07-11,0.4957427358767856,0.9954593624748544,2.0151023760934796,3.440929551349662,4.937326515166627
2018-07-12,0.4942534060719557,0.9973485186472113,2.012316974289049,3.4305505984700817,4.94829133073862
2018-07-13,0.4925729025427184,0.9970772463451854,2.013756576519762,3.42926187545928,4.930533747840557
2018-07-16,0.4914276859915082,0.9973926096347767,2.0060385377615955,3.4319827338871445,4.934249386904125
2018-07-17,0.49314106973215865,0.9994935971465954,2.001243720834884,3.422342979574868,4.94768473344021
2018-07-18,0.496733158148691,0.9967140258475725,2.003118532703881,3.4170323654225454,4.964485599933605
2018-07-19,0.494072779117584,0.9978217711776254,2.00031489997035,3.4096488347814815,4.959450609225025
2018-07-20,0.4965998052032503,0.9986246343353133,1.9969550484888614,3.414369137409735,4.96724991267114
2018-07-23,0.4956443977713015,0.998070291837385,2.00253849527867,3.42440631323181,4.981547810871194
2018-07-24,0.4963401628337059,0.9952857332350944,2.011382332123761,3.4231481183065307,4.985561624778998
2018-07-25,0.49303187077255933,0.9970714483272599,2.0151303878710394,3.4263373004849402,4.9984124006689665
2018-07-26,0.49407994080724904,0.9991818119605178,2.010762865584099,3.4293704166803387,4.998053784135584
2018-07-27,0.4900693160136169,0.9995226180384514,2.0178169429153696,3.4386931983589784,5.001996925573291
2018-07-30,0.49069718615823726,0.9963117107913075,2.0115712138767763,3.434777880935263,4.995780833308669
2018-07-31,0.49121169825229594,0.9947293636925312,2.010353248060475,3.433458607146713,4.994134831731931
2018-08-01,0.4915937135208869,0.9945483655252709,2.0105723591284246,3.4314139952501685,4.998471993430695
2018-08-02,0.490123893219621,0.9966138491752172,2.018268510503779,3.43186619869041,4.991505800180238
2018-08-03,0.4912229465684803,0.9918633809718779,2.0219191470539863,3.4468920995031107,4.98926993644883
2018-08-06,0.49200510958731375,0.9901719705789648,2.020064116274788,3.447076966194295,4.996878673258298
2018-08-07,0.4915852040200315,0.9889639528991382,2.016284291191669,3.4419487022786526,5.017404248590059
2018-08-08,0.4929289046343819,0.9887142881609291,2.0202930618068824,3.4350217189172936,4.996909863673573
2018-08-09,0.49273769634125086,0.9848103123088545,2.018159625978001,3.442537588961172,5.01667563034681
2018-08-10,0.4937952506590684,0.9841577139737345,2.0190265863294607,3.4373820619373037,5.014076912702582
2018-08-13,0.4935434920042802,0.9832262632807968,2.0135474803724245,3.4413635836924983,5.023725911392856
2018-08-14,0.4939768959864993,0.9801134876663278,2.015824511793321,3.4372854357169462,5.035336838392773
2018-08-15,0.4951263418686498,0.9797595849138218,2.017779292376311,3.4296852792974475,5.050981806132179
2018-08-16,0.49433051672141376,0.9781360776234652,2.0128128121296784,3.4333164768992583,5.043702187484881
2018-08-17,0.49186284354890536,0.9796228360509943,2.016939304581165,3.4295320076986773,5.041449474403703
2018-08-20,0.4924150015600017,0.9769668533679814,2.019158287814136,3.4320845615341105,5.040913513414173
2018-08-21,0.49479378431722754,0.9772363557343667,2.0221183848252564,3.4350802591791867,5.0373391749892
2018-08-22,0.4953920862631424,0.974811189222679,2.020603670054256,3.4383578506492616,5.050526784737592
2018-08-23,0.49602837089253515,0.9730119265082025,2.0213194956994016,3.4367489585456026,5.049758507727477
2018-08-24,0.49594401867954185,0.9739038013913187,2.021573011174863,3.440866059884631,5.033573031079393
2018-08-27,0.49742225598508827,0.9746079545898452,2.020980329555846,3.435330781913942,5.027242892856256
2018-08-28,0.4970503851528124,0.9733568880421101,2.021662342668509,3.4206062404075572,5.011458892589287
2018-08-29,0.4961425875905587,0.9725486561871121,2.026688114563695,3.424847593446278,5.009175504722354
2018-08-30,0.4983531840963084,0.9681878368517836,2.0309879171185106,3.4258411364753028,5.015901001468032
2018-08-31,0.4972921074597231,0.9723961297835256,2.026260474408635,3.422180667011219,5.009356234744995
2018-09-03,0.49907104935262653,0.9744584989771596,2.030202081676263,3.4133537504393687,5.00532590509865
2018-09-04,0.501282920276542,0.9764128431297731,2.034966655167255,3.4011342806463567,5.002578252175268
2018-09-05,0.5024165541406661,0.9716277464789044,2.0343619444738454,3.4014447407356103,5.00398567711362
2018-09-06,0.4999180831015208,0.9698412765014365,2.0363957328890367,3.4113374565299903,5.0091465048999755
2018-09-07,0.4999723929199658,0.9688376384146656,2.038371739558249,3.4105061120314044,5.01721905917933
2018-09-10,0.4995683929258486,0.9630444539385636,2.0349718730915516,3.408338099711255,5.039774229008695
2018-09-11,0.498576394415178,0.9657143042267918,2.033444047941438,3.40819189265628,5.041009188318696
2018-09-12,0.4988618975898708,0.9700759576924363,2.0364472888968446,3.4212671233277328,5.048367118858493
2018-09-13,0.5004003102848659,0.976261762560447,2.034463999949519,3.4257785486876515,5.0324915513817094
2018-09-14,0.4994832049646035,0.9731241110778939,2.0383659981865683,3.420177097177449,5.0286997215260545
2018-09-17,0.49914043961605614,0.9734760815683967,2.043585887949967,3.420345720600862,5.025995552591434
2018-09-18,0.4986583217483922,0.9774445363758479,2.048160575317889,3.422340342067791,5.015822403701563
2018-09-19,0.5009860638394809,0.9766836809390071,2.056079793730567,3.4160023088683182,5.010462476387888
2018-09-20,0.5004718626038597,0.9749827171974791,2.0557168646014023,3.4205571286023737,5.009387629211331
2018-09-21,0.49800305128833616,0.9693846641768457,2.056425668897279,3.4156502758195075,5.004340995469683
2018-09-24,0.4948561816103551,0.9727825315501609,2.057708321088329,3.4065846012154672,5.030359337348065
2018-09-25,0.49558164074348704,0.9727247492819407,2.0574667293883664,3.4070414025385056,5.035482090763842
2018-09-26,0.49406027726371526,0.9705367237050516,2.0596354452847727,3.4065484673815636,5.055492318152435
2018-09-27,0.4953977262742602,0.9713882955745382,2.052790629168725,3.4065423359683473,5.070418829940775
2018-09-28,0.49273528629724594,0.9718473116940741,2.053610250723495,3.4019544682623706,5.064026368606272
2018-10-01,0.4916574619640247,0.9723520890011379,2.0481005041239633,3.3982037925551443,5.06440197328047
2018-10-02,0.48899632426498446,0.9717007948141579,2.044250011013533,3.404974472517359,5.0600537270697235
2018-10-03,0.48986554569608226,0.976567869290448,2.047181570257653,3.4076209862073634,5.05843549947686
2018-10-04,0.4911632407773316,0.9761668900906607,2.0463851053038566,3.4018805097479,5.048671162784973
2018-10-05,0.4918404910926048,0.9810248563196307,2.04917556320272,3.3901763283813793,5.044255809493271
2018-10-08,0.4896686184517971,0.9827172070988313,2.048292456788315,3.384689829968706,5.047850998308603
2018-10-09,0.48817709096357575,0.9837707175271164,2.05271808205388,3.385633624401667,5.051182218878026
2018-10-10,0.4886457189407989,0.983430893267282,2.0517617592313946,3.3818420340915405,5.053716255530188
2018-10-11,0.4852702361245501,0.9863527633479198,2.0439420852731423,3.3775841328604796,5.053119507281353
2018-10-12,0.48478796623577436,0.9866917386506537,2.0448436556011873,3.3740491702268955,5.061726931533721
2018-10-15,0.4878217769424461,0.9838953450053132,2.0361682162183774,3.373612924850478,5.059156501272937
2018-10-16,0.48746186584408535,0.980998868432319,2.0303573326082476,3.378320692328228,5.0730720246705525
2018-10-17,0.48448477656602146,0.9822663222981218,2.0268255464922533,3.378318177104554,5.054596049100377
2018-10-18,0.4832699580706692,0.9795441856426224,2.0227947085811726,3.3786897992336598,5.061164159340135
2018-10-19,0.482008573419314,0.9793574924717049,2.020614505363507,3.377340637050363,5.066047870462608
2018-10-22,0.48628919097898715,0.9825290460873581,2.016446234069383,3.3743444960574345,5.059302204890092
2018-10-23,0.48962054914001496,0.9834409566210411,2.0108224234150405,3.3797099412853537,5.05574989462154
2018-10-24,0.4910824200082181,0.9812745520100549,2.016989766394403,3.384164353692419,5.06039780401263
2018-10-25,0.4903962681467353,0.9855045145449033,2.014277188208836,3.3964360331984156,5.069557156484118
2018-10-26,0.49279752746869476,0.9871481402558874,2.005354117596246,3.400099418988751,5.052062524800807
2018-10-29,0.49053060819059385,0.9902015192174997,2.0039104441042093,3.3971089330579063,5.0583449854773495
2018-10-30,0.49268375882108234,0.9833988441878718,1.999411519872099,3.391681025203245,5.053768473621774
2018-10-31,0.49453970589592244,0.98439140282266,1.9958716493629276,3.3973986967675147,5.065021371364759
2018-11-01,0.4942370144266239,0.9869178763317997,1.9987130192883376,3.392508775461654,5.046628619226597
2018-11-02,0.49651538705332543,0.9920187422586937,1.9969203888131968,3.3973671955807863,5.07108160887781
2018-11-05,0.4956209447943977,0.9876272865062405,1.9923100024083251,3.3928077116174307,5.062220209547669
2018-11-06,0.49309077359820125,0.9912456302738242,1.9940950164481541,3.3949026619201543,5.076519821415565
2018-11-07,0.4950467036242011,0.9961787711309279,1.9986947797705905,3.3885441546309565,5.075827975218237
2018-11-08,0.49487621776592217,0.9901269041990909,2.0008422684211498,3.393223466756949,5.067641307846236
2018-11-09,0.49607977897251954,0.9915626775287002,1.9910280461345482,3.3858214368238935,5.07029244790005
2018-11-12,0.49972155215563835,0.9934155399717223,1.98656808812496,3.3874591808009336,5.080583702349614
2018-11-13,0.4982770440108457,0.9924345169837665,1.986757882247505,3.3862721411955716,5.065056654342166
2018-11-14,0.49799028500116577,0.9909642336035677,1.985780684626449,3.386882979818929,5.072072542835036
2018-11-15,0.5011295540103212,0.9929677953434312,1.9844715840106921,3.384508156813959,5.071950757848465
2018-11-16,0.5024670174720318,0.9911228500831992,1.9805405572393289,3.381992597129733,5.077721198674128
2018-11-19,0.5010674519836226,0.990471102097945,1.974918220907019,3.3829212843537917,5.077830952247518
2018-11-20,0.4991574165765436,0.9929084068004167,1.9829493477782711,3.3769084540852528,5.072112263859972
2018-11-21,0.4981012552963369,0.9981705359513973,1.9830577915908267,3.3708603217152526,5.060981031346253
2018-11-22,0.49662442588673117,0.9997844887690234,1.9856262787462964,3.3687090247174223,5.067707482466723
2018-11-23,0.4970991221257102,1.0001849422552669,1.9856512834406317,3.3663242038791084,5.074380202388712
2018-11-26,0.49725599114010544,0.9986357498012846,1.9858366782351837,3.360291825096282,5.081002924865619
2018-11-27,0.49781446664865614,0.9956039496793314,1.9855882646359464,3.36583711325377,5.085278888060025
2018-11-28,0.49613284104553657,0.9989326844038343,1.9811064811996488,3.36383027274318,5.09472587677842
2018-11-29,0.4959911732304861,0.9984723348504536,1.9750485233675117,3.3624702995252034,5.108786569576116
2018-11-30,0.49187977368257363,1.0019244446744537,1.9765934248624917,3.3545051295693864,5.0900223911020515
2018-12-03,0.49216978631729635,1.0009357890404673,1.9773447944915763,3.366934944697059,5.066604416663361
2018-12-04,0.4945206676072081,0.9989879230563844,1.9810979180854151,3.3814973490703886,5.083783890262157
2018-12-05,0.4916711757885157,1.000250319722867,1.9840393613919833,3.3768149575999624,5.070373425116305
2018-12-06,0.4926380322498107,1.0000207119050617,1.9808053126209846,3.384171475886977,5.059510992248408
2018-12-07,0.4914160035462895,0.9964041260912295,1.9853356778566722,3.3836205955845515,5.05663484912966
2018-12-10,0.49302100585367625,1.001856231080575,1.98839578663729,3.39324321314143,5.040095133342528
2018-12-11,0.4933383007561008,0.9999752797592601,1.9911591529167196,3.3952606116598325,5.036279266369452
2018-12-12,0.4941477089814217,1.0027580543227828,2.000156460084635,3.3958591846724366,5.026798212928226
2018-12-13,0.4942773567789326,1.0052836242109722,2.0083322951346676,3.380863567434725,5.024464804231255
2018-12-14,0.4969340203917013,1.001505235916229,2.0110919502008873,3.3755919315941654,5.027263217280327
2018-12-17,0.4976288413470915,0.9984980729823797,2.013352739024237,3.375715055611615,5.02382783502603
2018-12-18,0.4962179939190866,0.9975935449632793,2.017679359751316,3.3769070531278387,5.019887362172059
2018-12-19,0.4964154240237286,0.9949966053295444,2.015343544672634,3.369618050844214,5.022467320139976
2018-12-20,0.4956776619377965,1.0001759744451804,2.0130642276422703,3.3652454216721566,5.0329102381194755
2018-12-21,0.4960024617508357,0.9995754475347849,2.015757913270638,3.368566103775662,5.048939881588692
2018-12-24,0.49516292232610204,1.002244694663227,2.0123320089141274,3.3602668393972617,5.04675449904867
2018-12-25,0.4938093008550094,1.0037856068302278,2.014703086856221,3.361069217739603,5.065003390567902
2018-12-26,0.4942078452805063,1.0045776741772168,2.0153304155223655,3.368496938928537,5.073770458915514
2018-12-27,0.4943194245377394,1.0046986378094356,2.011905655103997,3.370809756703208,5.061450374375783
2018-12-28,0.4964473362278311,1.0084100299328016,2.0120091211451503,3.372822677162204,5.048838291819646
2018-12-31,0.49561742446956547,1.0059347510127965,2.017229447513704,3.360701768467137,5.043065413313619
2019-01-01,0.49165571677457487,1.0111137569441664,2.017558929316319,3.35577029180863,5.0575114531472165
2019-01-02,0.49092797517764825,1.007252087402654,2.017905119906791,3.368095502810176,5.052497779991561
2019-01-03,0.4876751136598151,1.0095966225795214,2.0192210610224093,3.3645005313049006,5.033574211746498
2019-01-04,0.48850645760800826,1.005381130999702,2.0210578151139758,3.372087388562183,5.031285369657621
2019-01-07,0.48515866175131067,1.004434014343021,2.019734453249651,3.368422343226045,5.011479649982017
2019-01-08,0.4831819196264825,1.004713944157204,2.021135497441519,3.3667554202169887,5.000929793512649
2019-01-09,0.48245725070993273,1.0032538581107155,2.0169392160031565,3.3698489412891095,4.995059509449723
2019-01-10,0.485545151919455,1.0027088494018648,2.0137429317758206,3.370453099385074,4.996556198558969
2019-01-11,0.4833993716880252,0.9985479380580724,2.011058335343518,3.3727421740910803,5.006797821825038
2019-01-14,0.4834241816543184,0.9955855866519018,2.0129373861020547,3.367831832562718,5.013739181258756
2019-01-15,0.4845841348082329,0.9970803807734894,2.01357831741228,3.3610142114259056,5.001945933274281
2019-01-16,0.48755225591467427,0.9971693962484217,2.013040879103304,3.355698981739563,4.998228810652624
2019-01-17,0.48910784541811714,0.9950978121709573,2.0158039590616452,3.3525050728907884,4.99899256653965
2019-01-18,0.49129565932138203,0.9990706454603462,2.0173194073926144,3.351129384598444,4.996370495295185
2019-01-21,0.4930242734390851,0.9954108527603756,2.016159500272683,3.357353036882283,4.993677543036503
2019-01-22,0.49060602749629284,0.9943260813627834,2.012018576901404,3.357877085618433,4.97645010978996
2019-01-23,0.49132541170492694,0.992809112528248,2.008739741696497,3.3607846682334848,4.964922768278563
2019-01-24,0.4930227336092714,0.9946542254115311,2.0028725038349253,3.3616342743089653,4.96089336978717
