,vix,vstoxx,vxn
2018-02-21,15.441174915419266,20.057006062423138,19.407383300881715
2018-02-22,11.398113937799817,20.65050802185292,16.343066661645242
2018-02-23,23.471965941015597,17.844712430844332,15.474401253877087
2018-02-26,20.03573187416776,22.858309765626398,19.346225548366117
2018-02-27,15.012809899423576,23.166898660615452,18.991732484893134
2018-02-28,16.712630819925636,25.939189872481798,18.528382806739316
2018-03-01,15.702261608261852,24.73580555688269,19.514948477252982
2018-03-02,22.294831058286096,21.3305705367447,16.71188442458082
2018-03-05,13.461420176080402,18.508642916323687,18.632698957993025
2018-03-06,18.117897133774903,23.699977590054438,21.39341556426068
2018-03-07,17.501849026755284,25.90443573520628,18.969460298591244
2018-03-08,20.36044969161354,24.800911925423392,15.316478831120858
2018-03-09,17.619936424058295,25.888062050898167,18.722434835235035
2018-03-12,12.708888339536191,21.772215505984178,17.096839363450336
2018-03-13,17.28122445258399,20.988718095376875,20.88790519117922
2018-03-14,15.168658064422779,20.1545548340112,21.0786318149519
2018-03-15,18.373945625534986,22.363609388719954,15.586597168106318
2018-03-16,22.487287682545166,22.319920129260954,22.40098957310522
2018-03-19,13.015509644383151,23.260800624747787,17.20551956223894
2018-03-20,15.881617174583937,22.212786248370108,24.728533206011342
2018-03-21,16.67216979184699,22.225115201163536,20.268717414188178
2018-03-22,17.232774064952427,20.192564438126382,16.957136951747763
2018-03-23,20.644910713004474,25.71549923744459,17.290498346572267
2018-03-26,17.950206845243514,22.970576715778027,21.50301285451977
2018-03-27,19.763987087882317,22.18996255894045,19.472252547125112
2018-03-28,16.684423548495655,20.37793380641472,20.33606053481784
2018-03-29,19.296097055747087,18.528166248096223,25.160522073197246
2018-03-30,20.98370853265755,26.995407552972793,18.724140457278857
2018-04-02,16.49681169840268,24.603449878622726,20.886440632510013
2018-04-03,21.080575405620426,17.649799677226365,24.72985839580182
2018-04-04,18.935799044676642,25.305166882234992,21.546703323172167
2018-04-05,21.956623248562575,25.830867253820585,16.32496653537654
2018-04-06,18.25691991550018,23.291785745856586,22.271943280900256
2018-04-09,20.04521927564388,28.02162789354079,17.633051689420547
2018-04-10,18.819334324425355,23.614100710306293,24.86032687252919
2018-04-11,18.691539470910794,18.39871923667479,18.648237855594274
2018-04-12,19.795339926327117,24.112081887088763,29.297085315982052
2018-04-13,20.666686306195764,23.737227097297584,25.1204882564795
2018-04-16,15.344621124537024,21.032046916638432,18.809877535432946
2018-04-17,23.430599294595567,24.806051186043096,21.1241644022022
2018-04-18,13.586416650953463,17.641223786932432,23.205233996150575
2018-04-19,17.145995605486327,26.153678713330358,23.315350436880912
2018-04-20,18.951964014541783,20.17900913731498,22.38487631729709
2018-04-23,20.505485940974683,19.841325368900492,24.676772225731263
2018-04-24,24.0298844365195,22.63208805605775,20.84996046836653
2018-04-25,13.75873783298546,24.384034514009464,20.190161257075207
2018-04-26,17.842066708751158,23.5242910645175,20.267595674942566
2018-04-27,13.015471621664025,20.623456548875573,23.663247332565895
2018-04-30,19.52094215252806,21.379730829533983,22.302436535729765
2018-05-01,20.270507361887045,19.371750717944384,22.114787833283348
2018-05-02,24.25649563995787,22.275799481694488,23.544246870258007
2018-05-03,19.873931243401376,26.431151703179225,15.592172081442849
2018-05-04,22.67128307320201,22.972771382217648,22.219966963270082
2018-05-07,21.317157385831607,25.73088844376607,21.97954743658514
2018-05-08,18.285593415411274,27.63141915894257,26.05511974458199
2018-05-09,15.389396838908187,21.0848707546352,17.116433176762705
2018-05-10,20.465472176207147,22.360915074337782,25.76974205588082
2018-05-11,15.187586606116843,29.89621184242293,21.63302040360992
2018-05-14,23.572178595026802,27.55976610504861,22.802414281093192
2018-05-15,19.22226942739837,17.57467422208024,26.13629648934484
2018-05-16,23.31511638066089,24.152775732592563,23.02344554564193
2018-05-17,18.309295857478887,22.902258450498255,22.583043571093466
2018-05-18,20.576069805433985,25.530716917750908,22.148232878012504
2018-05-21,20.416362375682613,20.48677288388119,20.1229895324109
2018-05-22,19.671198804209872,20.167636127026682,21.402973939785117
2018-05-23,18.525582023796975,20.673677276270404,19.484426363055622
2018-05-24,21.01736925890709,20.988698360540532,21.367296014343722
2018-05-25,17.077160597885957,25.4087216625092,14.95480051999715
2018-05-28,16.24219957261788,18.999706809431395,22.699141771025676
2018-05-29,23.613044967782617,20.766107225214864,21.15849215593154
2018-05-30,22.079328240998528,17.011611550738255,20.558612213699114
2018-05-31,20.107958176540638,25.93626968507529,22.1150321439899
2018-06-01,24.917366627314898,26.75689612696877,17.484558024666132
2018-06-04,19.129494198943824,21.61814160452368,26.898421358672714
2018-06-05,23.910945062565094,21.685589065433895,21.205746033045774
2018-06-06,20.478794034362984,24.062665455400122,21.081261753618698
2018-06-07,16.886246125485187,27.303108374122147,18.781750334583904
2018-06-08,25.512234388349448,23.86381768381368,21.546246246540925
2018-06-11,22.947049386121286,20.294717836325574,25.35612474297795
2018-06-12,19.617843269865233,17.31630481149877,24.365748205559953
2018-06-13,22.167595162145794,18.89691917713548,23.849260604632104
2018-06-14,18.77933075996711,22.66751792485411,22.977511726827984
2018-06-15,22.48143179041266,20.303171616540745,20.433544535135844
2018-06-18,12.823475978045469,22.990237293241528,17.365986540856625
2018-06-19,16.939217580939847,20.562227201788765,20.851627291741714
2018-06-20,22.93749333015861,18.909887053184924,20.741302792010536
2018-06-21,19.251022426410785,18.49295997825765,24.32469105080005
2018-06-22,20.62207325303951,27.221641148183533,22.23980250929711
2018-06-25,15.957729181608464,25.02865909690093,25.872545503372805
2018-06-26,25.539509649343238,27.6824996367093,24.694728920485684
2018-06-27,23.564503138446483,23.832787661242694,20.0463875806392
2018-06-28,19.387047637662555,20.688240080015873,16.28015712159471
2018-06-29,18.770388971306883,26.257343229775255,25.167205370704895
2018-07-02,23.067847795460683,21.874453041234588,25.074084537459136
2018-07-03,25.920190041077575,22.64376828626611,17.42176324377438
2018-07-04,22.826990270445826,21.756033255571605,25.451519505646843
2018-07-05,26.473236306693686,12.418174281301155,22.27321276266706
2018-07-06,17.182082396623745,26.937823530300275,21.62999045452795
2018-07-09,17.48147467076685,23.32750247559046,25.677403482303454
2018-07-10,16.362502839379452,22.764564234991475,24.896225036449945
2018-07-11,21.24349311234696,21.463517578429357,22.92909034070597
2018-07-12,20.433102538823725,22.135478323810716,22.403793735399145
2018-07-13,19.437716950243015,19.651770770385234,22.77728173899427
2018-07-16,22.30782442179087,23.4859251902124,19.90298266529247
2018-07-17,23.562714566471968,17.2792264973014,20.839803772804817
2018-07-18,15.273626074643245,22.005700486917394,18.437727499605536
2018-07-19,18.043788580478314,23.154935727137897,20.001020094166886
2018-07-20,22.27843621966945,20.66906589155452,19.875465790649656
2018-07-23,18.397302301002405,22.437786616394487,19.090893201083123
2018-07-24,17.38762804049278,18.024247045412658,21.219549709528494
2018-07-25,22.818804459136462,18.05069262397151,19.895633478018677
2018-07-26,15.874858979055237,21.842977061641115,22.174372066734584
2018-07-27,18.81801112548223,23.20031707968357,16.190172422745587
2018-07-30,20.687301705484764,14.972205167877245,20.379058103185432
2018-07-31,17.957760180427435,22.584408899230436,21.02780952499915
2018-08-01,22.005772021158215,19.117225644836687,19.751954534056676
2018-08-02,17.925997842483973,20.1793880852177,20.100512559290298
2018-08-03,23.834053419000305,16.450186531868198,16.105269538288752
2018-08-06,19.205768667899772,17.951134011701974,21.502097466319736
2018-08-07,21.570881162097823,23.706974351519364,22.27652502510432
2018-08-08,21.768460613676627,20.659009037037816,21.803669554974835
2018-08-09,17.620345923531737,19.266847147396206,23.28801469175105
2018-08-10,13.31434712140156,20.056296115260885,20.900959450875906
2018-08-13,20.528183130224875,21.931296761196975,21.633372340695075
2018-08-14,19.63316299407664,21.71161099758538,20.685805565069746
2018-08-15,21.05343595272995,19.997611936409687,22.128885203409645
2018-08-16,18.675318162313566,23.6703077801118,15.741804487105817
2018-08-17,18.03184806327397,23.212940516750052,17.609645098558442
2018-08-20,25.316073838643295,21.364363882054153,24.507942833623815
2018-08-21,14.840414643647971,20.149947035151264,13.127690814972436
2018-08-22,21.425454087599178,22.011746261401413,19.576043376269023
2018-08-23,17.465232243355384,20.846628355060453,23.20189297921159
2018-08-24,18.146452123324284,23.16772211714003,19.608733806593953
2018-08-27,18.166550394887306,22.583494097430652,18.68554043361376
2018-08-28,16.670953618837736,16.37777869709164,20.131035302056418
2018-08-29,20.757659238847648,16.091971445407868,18.728385012103054
2018-08-30,23.177986275320563,17.25349768586502,19.751359167683304
2018-08-31,20.377510265722115,22.55117427264684,17.698773446554064
2018-09-03,19.23838029006674,14.312978952594323,22.66319779880207
2018-09-04,15.9290354643652,20.54964321256174,23.490138310162287
2018-09-05,20.398319581041143,20.3754354003916,19.077017587687987
2018-09-06,25.275750287195702,22.86428698463069,15.513289830013285
2018-09-07,17.6228526433518,19.649062130738574,17.873093811368705
2018-09-10,17.59460524324523,14.70153457706467,18.76853477502217
2018-09-11,16.99629932897564,15.857368043823845,20.642523250595808
2018-09-12,17.16773306286787,15.072102379015805,16.347361049168804
2018-09-13,10.355891581733406,17.059948235356863,16.958408923673847
2018-09-14,19.762123534062194,18.12267349444919,20.48371304772909
2018-09-17,15.96500795994335,14.90485591726949,21.62402166551378
2018-09-18,13.624949640181313,23.266430220633858,17.195380917487448
2018-09-19,20.668818258245487,14.24519936177753,15.143123721094714
2018-09-20,15.11614697366538,22.719175597406558,28.01147934843599
2018-09-21,17.29859528760935,22.12948039338785,20.94855668718918
2018-09-24,22.665789727400934,21.13662227915523,17.946600171399
2018-09-25,13.99014112045283,15.966890027831305,21.06596358966741
2018-09-26,13.57079358689749,19.207480943576325,18.22223226402006
2018-09-27,18.926788496415682,13.948563682111704,20.936364553719635
2018-09-28,21.517103647799388,20.875397565599776,18.891830484525542
2018-10-01,13.294886235140503,17.64793043293568,18.63789521021628
2018-10-02,19.189756931526738,16.498899061147025,18.000719460958816
2018-10-03,19.65797754997091,13.816650007036952,14.202116584713934
2018-10-04,11.685312020081614,9.728403902329156,23.617116952552465
2018-10-05,20.205643891511865,14.25677536426807,15.48946498275943
2018-10-08,20.386844399615107,21.064648096515587,14.252655059066674
2018-10-09,16.768106083536523,16.1381322973459,17.399337537611768
2018-10-10,21.4064958533061,16.808782466423928,15.23752198195935
2018-10-11,21.004384203649884,19.37178695935769,17.718829554400486
2018-10-12,17.8495076253568,22.97548681884091,19.723041705297987
2018-10-15,16.130538669528296,21.360662429923785,20.517534710625284
2018-10-16,14.510705819245377,13.93245691838954,19.945033261312417
2018-10-17,17.260416395450758,10.75097731508611,16.740846070435577
2018-10-18,19.02591305010807,24.441248348952307,17.668040439902576
2018-10-19,16.287256250494945,24.074553361953914,18.603562105937485
2018-10-22,10.610064831858093,17.34015964936993,12.47177442741998
2018-10-23,20.951130373464686,12.594916680123644,18.923066942665244
2018-10-24,17.657728440978065,19.666230419338127,13.176625605849313
2018-10-25,15.889914087650013,16.161852201819332,22.901462357145107
2018-10-26,19.54165979043525,16.069435441051773,15.98708356580139
2018-10-29,21.485175290315027,19.216911419902495,16.53312612759283
2018-10-30,8.446287131972435,17.348415930046826,14.826475739981104
2018-10-31,18.09527228039818,12.407700638819971,15.148457998849707
2018-11-01,12.452700075304843,15.087156217271502,23.210405357103088
2018-11-02,18.169862276357172,18.16618470235754,19.406409925927054
2018-11-05,16.99592191297255,17.607622629915095,12.365912920576976
2018-11-06,18.45866581198982,16.737756385653604,20.845665789833877
2018-11-07,14.992835611309978,18.810924621452166,19.905034286553057
2018-11-08,10.809706596630896,14.591336934065769,15.706555049861116
2018-11-09,15.016937090501656,16.245639299408587,17.28261463756473
2018-11-12,17.52697559470635,4.797324471130704,16.31186372145698
2018-11-13,19.290787067684583,14.085807611988413,21.806716980758573
2018-11-14,12.667090049428342,17.894929428680822,13.983620465749425
2018-11-15,19.20154572020645,14.127183105106413,16.551767580281535
2018-11-16,14.114344853305454,13.810788514605195,14.873812450388993
2018-11-19,17.08273564792254,11.896615036688576,11.989775873512496
2018-11-20,14.402965656282388,18.3668732105065,22.068545375563403
2018-11-21,16.416268399828983,16.838324221383896,12.553252221323167
2018-11-22,18.482356196455605,17.65202128667698,16.407703374530488
2018-11-23,12.06251591859292,9.414588021453618,10.847117079029898
2018-11-26,13.640553728588117,14.353147795815834,14.5334640045611
2018-11-27,16.171761208758724,13.898696807343397,16.76221404440231
2018-11-28,22.75812558432902,13.82604723004807,13.201354596975998
2018-11-29,12.90021612940769,12.681785410280101,17.08364334371869
2018-11-30,21.546517497094143,13.475120517477862,14.617363001879578
2018-12-03,21.375646643306258,17.231493422045133,18.549091900411238
2018-12-04,15.006644916186946,8.321888460685884,19.044088555360613
2018-12-05,14.340273601078037,20.06115685099597,13.518695524128207
2018-12-06,13.09465001097012,15.853335438872794,15.30699281799675
2018-12-07,14.902324505955201,14.101252707236407,15.536521059792221
2018-12-10,10.82284280333662,17.070706838793058,16.687895454123044
2018-12-11,14.750346021418544,9.455552144929015,14.925026309572317
2018-12-12,19.405769290980633,11.907440177893593,15.348569068083949
2018-12-13,13.0179525565482,13.580586367791343,14.06585552987139
2018-12-14,14.06513843761447,18.271861413060858,15.00168539495549
2018-12-17,9.620028312007861,13.68782622942434,18.24508242996029
2018-12-18,15.781819606939788,15.211854586391391,16.3519462429816
2018-12-19,15.389317663136431,11.820619107905735,16.438730505715316
2018-12-20,14.72328503770193,15.201297210821973,16.432362508996064
2018-12-21,13.818078657828861,18.947248865933076,13.909912277474579
2018-12-24,13.526754805309123,16.703006397511505,15.1663751866207
2018-12-25,15.847295307761675,13.194470139393362,11.168538071822077
2018-12-26,14.191818511780866,15.555087997860255,17.69334390933517
2018-12-27,15.159975661299894,15.180549272903383,6.2823554039632254
2018-12-28,14.796928585331871,14.893153022946654,13.764906100004145
2018-12-31,17.459320751894808,16.770510287944383,17.138032906993278
2019-01-01,16.057228904058714,16.687394630297693,10.059632811675744
2019-01-02,14.54219909441956,12.687593977542193,14.9331325715027
2019-01-03,18.456416083654904,15.090588635171322,11.843246031870223
2019-01-04,15.099671693562929,11.753394155254709,12.652754247502825
2019-01-07,17.691660160313226,9.968845979167188,16.270427878851017
2019-01-08,15.535705933344083,12.004344112173587,14.11313127362904
2019-01-09,8.127437033455767,12.567356416270702,7.799553374404631
2019-01-10,17.506234956865026,7.439794635440185,10.699345720698147
2019-01-11,13.93602607293494,15.456019144674832,16.102284427168225
2019-01-14,13.313640016643486,3.79431742444053,14.566820965319678
2019-01-15,14.252806624493694,21.284688172679843,18.1434378567224
2019-01-16,12.313329553948975,17.351522333863617,17.899398325614882
2019-01-17,13.969153174224441,11.659244742371158,12.169485337639777
2019-01-18,11.452505888867114,12.474337327815178,20.07709387317694
2019-01-21,16.991308100921717,13.364128269248589,13.077306858262926
2019-01-22,12.768383715663504,10.460503420798005,10.25451678789544
2019-01-23,11.902362459181123,12.914157392286997,11.117520710240864
2019-01-24,10.216621323492634,11.789704573827398,6.515113969077947
2019-01-25,13.739339375205292,11.902336844642768,17.276347141078098
2019-01-28,13.436284546667082,12.738974238100345,17.185304228174267
2019-01-29,13.982535819625719,7.9100909080626085,9.820362933419482
2019-01-30,9.678161977670133,12.195883085823139,11.97006640813327
2019-01-31,7.899396011789647,12.548979156184648,12.82075684156029
2019-02-01,14.523111107485237,12.395764929172355,9.809544131404174
2019-02-04,17.044045256871083,11.25110782246606,7.530296521921095
2019-02-05,9.455235347778252,15.54205836284528,11.802211845881985
2019-02-06,17.24719981022519,10.729206365249569,11.43941178295286
2019-02-07,13.275601143749673,12.549158869120687,11.198702512262788
2019-02-08,12.348092520404466,15.93473627417628,12.858286049214431
2019-02-11,11.122478595673996,11.49190175594587,16.186378923403698
2019-02-12,8.107853118905261,12.395568267035584,11.28473112139858
2019-02-13,15.171323041520575,11.365100538962052,12.560930272024343
2019-02-14,9.828505261551232,15.59823128220121,14.069866890490333
2019-02-15,9.76355634251802,10.779922621213416,13.537817598515241
2019-02-18,15.026881055140178,15.678251409871343,10.218075864485897
2019-02-19,6.350759755760153,11.2077987293376,12.161226163886482
2019-02-20,7.378015252426724,8.757665063707671,13.378062060011153
2019-02-21,11.844003484507379,13.651484593440442,8.639826611733124
2019-02-22,12.72836421658692,10.473010709373018,15.292066308679505
2019-02-25,13.253334931019461,13.404915876147536,15.718247030471836
2019-02-26,10.84487898225234,2.657496763228105,9.642355947530644
2019-02-27,19.293058350679956,11.381442536552491,12.165467969555715
2019-02-28,10.970485860056247,9.868165136787352,13.379338003903605
2019-03-01,10.91456639503938,7.911516413633553,10.01172883228608
2019-03-04,9.1692810079369,9.5195449269724,12.847186228387786
2019-03-05,11.885840108921395,9.430971727212146,11.91573827886596
2019-03-06,13.313452024359192,11.091110411749838,7.309149315272293
2019-03-07,15.034328633280955,6.848004578883443,12.666418634297855
2019-03-08,6.911352644712206,12.215254254219301,8.262570274750217
2019-03-11,10.597422476865153,15.55574228991286,13.935700650420474
2019-03-12,12.632321625642732,12.064454064623677,9.39027287187907
2019-03-13,13.010792009511015,13.736828402603269,10.782569406323459
2019-03-14,11.227287267581394,14.634203616316356,15.041833642694069
2019-03-15,12.793555231546783,15.072868730603089,12.555390362818242
2019-03-18,8.698660576304569,17.086006795140122,8.109854396757358
2019-03-19,15.759171048010266,9.490541804085533,8.258270563128153
2019-03-20,14.023881676698704,8.77623142026536,9.390446002865604
2019-03-21,6.97240319621749,13.57083103709877,12.142760511955208
2019-03-22,7.743719522148127,13.319524373794422,12.011071271993583
2019-03-25,7.7907646844134995,13.525537401395201,8.618036386324288
2019-03-26,12.928606406739602,17.080358316793134,7.682248426433724
2019-03-27,7.004351068332095,11.063291666997838,11.711406390476034
2019-03-28,9.829976466076369,12.383839187180449,10.38713275612093
2019-03-29,12.15236078926891,7.8771038778715,16.91074807824878
2019-04-01,10.55563664882776,17.842560761598484,10.948075272273877
2019-04-02,11.497378151490604,9.928755882272482,15.90137726071535
2019-04-03,7.490588386400641,10.01655533517622,7.521126389960742
2019-04-04,12.440545671286149,9.891374005682854,6.370785972631389
2019-04-05,8.785043253908157,8.936415243557123,7.61797985425284
2019-04-08,9.620231756860484,8.665972897716147,14.06307544470354
2019-04-09,11.27741828285304,9.325388325462324,15.630751534422854
2019-04-10,10.844315437243248,6.632746576431918,8.504584079320843
2019-04-11,10.578608623107586,8.493308320173366,9.38698867839489
2019-04-12,8.227110659502884,17.247019847980408,7.3861845305883005
2019-04-15,9.553404743086311,13.369426028750313,5.570370350395382
2019-04-16,10.432409297348562,13.984193247536782,12.639021521671204
2019-04-17,6.275156353805004,14.795315973525234,11.23731099768387
2019-04-18,8.988118824250101,16.905402954248938,10.628486808129013
2019-04-19,11.514819209694956,5.376519905040052,6.6661116313798
2019-04-22,6.496291704442555,7.11931959367244,15.16618339625952
2019-04-23,13.775932298279905,8.493875497663733,9.153827801810746
2019-04-24,14.093380508199072,9.574471897185429,12.047191680071478
2019-04-25,6.52821345854025,10.128569680791891,6.470967485301113
2019-04-26,14.31642305435403,9.673814407119414,10.001862846103313
2019-04-29,9.793496147606469,11.820646055688433,11.34366941379944
2019-04-30,11.461242299316456,11.247479447507137,11.437013936873306
2019-05-01,8.697987155229399,8.838098658392855,10.948497550215633
2019-05-02,12.94010336863343,4.20700614448035,11.895319758187894
2019-05-03,11.373069179637636,8.010128146797232,7.34127229230338
2019-05-06,7.696937896337909,9.44924059919595,11.056343932809067
2019-05-07,6.629197032714728,10.436593702313408,10.820091994645114
2019-05-08,5.730098303471346,7.633699622107301,11.149022963239794
2019-05-09,10.661832981099325,9.70038287503928,10.702574347154664
2019-05-10,11.80322552152936,7.6750688335561374,6.935579641687055
2019-05-13,12.027315542998863,10.915804489230085,6.812203058711871
2019-05-14,9.70988789237899,7.909661172556575,4.304457446219502
2019-05-15,6.583061659097748,8.653110494860831,12.796769655551847
2019-05-16,7.9988552615441915,7.20878885069405,12.829276841892526
2019-05-17,13.493964448692262,10.93326481066234,12.878836861350972
2019-05-20,8.575683295400193,8.680634870772042,11.381864789294784
2019-05-21,10.453285121665866,14.384685108027567,4.5569715763586975
2019-05-22,6.790357871259616,12.81230619212749,7.662663023085912
2019-05-23,11.02215033849682,11.32156640312413,11.02325583918915
2019-05-24,8.635254987584194,9.025537838824143,10.935075190429302
2019-05-27,13.14517054404207,12.828442164749024,9.942352182584639
2019-05-28,12.323246046767832,13.85518705645661,11.610326324157219
2019-05-29,8.513812811376823,12.13658983066551,10.622180644330262
2019-05-30,9.620113758085324,16.84774549815857,10.940795608732895
2019-05-31,8.34674990998198,13.223515702945186,8.827220411928263
2019-06-03,5.742609432572161,14.713854167297882,13.38107945634439
2019-06-04,7.430209595278359,12.256207094125106,9.441011427356043
2019-06-05,10.599633932210892,14.03025632203289,6.93795304965066
2019-06-06,10.984022312455226,9.358601616378097,8.522444396397809
2019-06-07,10.457965667459392,10.482430901067108,9.723877189446812
2019-06-10,9.112016537045339,13.1090990448994,13.501997969281721
2019-06-11,12.822124061406154,13.128503092930266,10.620511005535745
2019-06-12,10.220072372847966,13.701603757206026,10.238577947946848
2019-06-13,12.146543361405854,15.642769337641178,7.285323829400991
2019-06-14,4.723603302012597,7.606668239258293,13.003574462804874
2019-06-17,-1.7133149633814533,9.094182122575218,9.002248604953735
2019-06-18,10.915015774495991,12.993699893108266,10.571973847108492
2019-06-19,5.799927839024667,9.988516241244223,15.021743494615926
2019-06-20,9.448248282003139,23.1635181580358,12.327784927398222
2019-06-21,9.191494477098875,14.053902113141802,6.370986427532909
2019-06-24,14.872971245447435,12.202631781328154,6.0031483089491555
2019-06-25,11.324542439892923,10.854223484682436,10.806211442722907
2019-06-26,10.636710455249995,11.018375760258156,7.619930575413711
2019-06-27,12.665482299205534,12.70324197039839,12.861673851026424
2019-06-28,11.276169408679396,13.017749219728367,11.19502833834751
2019-07-01,8.814603190642185,11.251294743081683,11.571522985844018
2019-07-02,13.419806417447987,11.892670857713965,9.162118484940569
2019-07-03,6.894656734089514,17.123186962985827,16.050221950824366
2019-07-04,11.212958175571748,17.30729376582441,19.167747585214325
2019-07-05,5.620594572366384,13.73946241222133,10.463368877033385
2019-07-08,10.895997430959618,8.697663398625313,12.267614771482673
2019-07-09,10.88476783778414,14.770301256174639,11.588344186876977
2019-07-10,15.35756446516448,18.078837991319112,10.625689173215614
2019-07-11,5.656442515912859,17.547113630357792,9.061011770838256
2019-07-12,8.572627447394314,15.573284066107945,8.391649116912582
2019-07-15,12.868017283028411,17.834799636059657,8.289384914875516
2019-07-16,11.431355014548938,13.514408502966138,12.643968022674265
2019-07-17,10.99249969618476,15.414638897729327,10.095180441278792
2019-07-18,7.610102503614819,11.287946060296163,4.372749665231117
2019-07-19,8.733719009151482,14.463973633126438,12.879994145893795
2019-07-22,14.269696365857627,17.84609769072283,11.570394900215284
2019-07-23,10.409175250559686,11.76885448580522,15.492053084585052
2019-07-24,11.719636850399363,10.962358705899481,12.810653239479176
2019-07-25,10.278568263304654,14.09544708743244,7.670858678688161
2019-07-26,7.106167749261239,13.123194209699907,5.6139693519508915
2019-07-29,13.488857059494272,15.991332090720396,9.889137935516803
2019-07-30,12.229829629007943,12.52967964621996,10.200626347762423
2019-07-31,17.67044954121757,19.545661468552595,14.639701521727225
2019-08-01,7.7408958406726684,9.986718696328953,12.022600063453439
2019-08-02,13.290148514224848,18.193133018111553,15.270995720737297
2019-08-05,6.923270755051934,11.801624607486739,8.437002909403995
2019-08-06,11.366092589603587,8.570407653589644,14.899773413537096
2019-08-07,13.860394306658986,15.14760181438582,14.266922313805768
2019-08-08,4.751956242317769,13.640932053835904,6.648830234891115
2019-08-09,10.391710487253263,10.974619983688772,16.05555382132051
2019-08-12,9.355678057628786,9.21506091992718,12.666842259300338
2019-08-13,8.978881400446198,14.639202664604914,13.556405551361115
2019-08-14,12.280477523121139,17.859507118730754,10.091073373327218
2019-08-15,14.527616637005568,16.679922207046673,16.138145914445985
2019-08-16,10.807070345153086,15.061132701319748,9.302300848942703
2019-08-19,11.86533300712344,16.483930779065275,15.008330385298116
2019-08-20,11.634380615088734,14.936815399708465,15.032502177701081
2019-08-21,11.3400519413723,10.521388263154758,10.063994894802677
2019-08-22,8.11039994837648,10.62256157198626,18.402496859463376
2019-08-23,14.748140318590481,14.592498858544955,13.555232867805593
2019-08-26,12.353356225547376,14.802050831745163,14.796260560390483
2019-08-27,12.697955801854437,18.113064466873823,8.748327388334857
2019-08-28,9.139893811607493,17.88733524544437,19.01330059029398
2019-08-29,10.228435487316691,17.474680392093255,9.71476500695873
2019-08-30,11.124923054214829,14.715882102038883,16.07354141036584
2019-09-02,7.098727793472965,11.269458723924778,10.479290782565219
2019-09-03,6.685314572565456,17.08114680860426,11.592722433112112
2019-09-04,9.996020977692892,17.518236831531325,15.596079172330723
2019-09-05,13.415197849821,8.269760272615875,16.326819410551597
2019-09-06,9.938109647734017,13.318722419173731,9.952596916528437
2019-09-09,8.891499820341954,13.852939659337551,16.628442704508863
2019-09-10,9.554751137006834,16.518896368198355,16.564390359751755
2019-09-11,10.684164276747707,13.645424998963403,11.07588594094317
2019-09-12,11.040480470635913,16.170278596157623,18.24245501201895
2019-09-13,18.65096141079016,15.694843964030625,9.751491927429315
2019-09-16,15.37106395809035,15.935627277068717,12.14613632426089
2019-09-17,15.334786116445702,14.228884430041653,15.301857308606778
2019-09-18,15.819914558358207,14.553112851987244,11.636148251057385
2019-09-19,9.371859739634932,13.217595047398365,14.83063394900248
2019-09-20,8.75580772631294,17.967303297412553,14.8330722034799
