,sp500,nasdaq,russell2000,eurostoxx,nikkei,ftse
2018-04-18,2869.2094070122757,8209.343661802537,1302.2162622908706,431.3670649712157,25762.138357841708,7562.806116261921
2018-04-19,2873.2768205480857,8258.833374459471,1315.6347993236566,431.5800793669201,25806.4691377403,7485.174970749663
2018-04-20,2817.605102042713,8158.499100959317,1322.691178300131,421.69553349032435,25805.729331868137,7562.374885317035
2018-04-23,2812.824418274271,8205.326317229928,1340.4396177319143,425.1223571717112,25589.065613217106,7559.803053071724
2018-04-24,2824.275780095618,8191.822555867141,1323.605774429683,425.1468746843064,25571.669307995446,7567.894705925505
2018-04-25,2867.4277215467755,8293.636751951923,1348.409438813947,430.3866026471142,25546.99864279967,7551.20479856679
2018-04-26,2854.0004114962494,8416.785917155245,1371.542245275383,425.8018210520653,25517.15296904098,7605.993550769121
2018-04-27,2832.3530009485053,8683.385622230173,1383.1891652770337,412.403098912362,25535.058733890717,7661.885730335229
2018-04-30,2819.5576467675423,8748.993793952915,1410.852655341605,413.67777032241537,25563.629876273833,7687.288629474552
2018-05-01,2846.7777159992665,8788.447869651729,1385.7072326377618,415.00800777028013,25468.870505642375,7728.670087910449
2018-05-02,2857.559918188158,8814.220973986612,1378.2674681996289,408.11608753294433,25786.99681797094,7716.236149146004
2018-05-03,2843.8504829018934,8782.15487762624,1367.6708819566707,404.24510829608573,25510.816380690725,7756.204917969533
2018-05-04,2859.868966518516,8823.095580995072,1379.0721592028572,415.50421478046803,25346.291614738155,7734.945936070701
2018-05-07,2864.075191709037,8797.113179826662,1363.6933696370081,414.3590410622767,26025.816934014427,7737.421773142504
2018-05-08,2893.2499501744755,8820.175091030093,1375.601749224384,417.5121433796665,25779.58881743966,7720.617688938609
2018-05-09,2874.384424360758,8964.924487647575,1396.8904210117023,414.9208132313242,25458.357883666446,7691.163788363884
2018-05-10,2866.403346866606,8862.020505244143,1408.1315221697628,406.3721876883741,25646.17765921889,7645.770492157443
2018-05-11,2856.5971473153227,8988.557243733854,1413.089921148153,405.8022171824562,25150.369374783513,7680.246884065115
2018-05-14,2816.218719630105,9136.01794823252,1398.2996646412364,404.84612865303217,25104.215878002895,7773.142950933442
2018-05-15,2825.966223665233,9128.555444820919,1385.8333188658169,403.34869092305325,25626.01545983153,7857.40318114189
2018-05-16,2834.756540593967,8901.598936990233,1405.4370508566553,403.0072932210519,25260.155623672723,7770.9003378845
2018-05-17,2836.318872910887,8842.012845702038,1418.0478112990027,404.1932158174193,24794.644738093844,7863.3960238358795
2018-05-18,2831.0833932100027,8984.934562707444,1418.0063834389582,403.7077112494047,24451.43177563367,7843.238785973883
2018-05-21,2792.428608876065,8987.859906925092,1412.0550035527767,398.7259331921079,24669.89103645045,7887.996989969319
2018-05-22,2782.078602845704,8885.473561246718,1381.1537519760989,400.784095819259,24943.3661245277,7826.029374763238
2018-05-23,2773.9350549139895,8836.982874780022,1365.4370832822237,393.0915590842798,24831.879415651034,7838.377434365107
2018-05-24,2753.067372032901,8931.427601845904,1394.692405651551,385.1497044563658,25002.983923715892,7862.860674052523
2018-05-25,2750.0036014152897,8995.383793789684,1375.6060243466468,388.11220085844485,25343.21016751998,7760.160366540683
2018-05-28,2762.4900163299462,8974.989592873711,1379.023412175588,390.1964420556854,25783.669861906044,7804.970671459435
2018-05-29,2815.9769585484755,8940.86764328805,1394.857198620863,390.08954631587835,25733.644767980637,7901.857012017689
2018-05-30,2822.3010180118326,8904.200270768659,1376.160324411381,384.7630744385024,25181.29829744013,7891.807181273325
2018-05-31,2830.9810158201003,8810.982890756264,1379.5068920370118,382.1547234612098,24994.998245151954,7990.782385031176
2018-06-01,2830.2889565856167,8987.066051235426,1394.2911652234166,381.26527077122347,24903.650528467428,7979.537424912374
2018-06-04,2777.3973312551575,8957.697706708555,1395.040586324678,375.2950608919491,24852.351036345437,8042.944910189866
2018-06-05,2778.0496342516462,9093.907582420974,1439.6155280457297,372.6341113580794,24817.938872856186,7884.763269523005
2018-06-06,2781.1118841957477,9265.380417928462,1413.7678188221148,375.17670695027067,25091.66829690315,8058.772110227084
2018-06-07,2851.007959264689,9381.936409139675,1430.798085518249,380.64417722622056,25405.49155005251,8169.653756649111
2018-06-08,2846.949236827893,9338.972359063395,1428.6507164070042,379.1618165161305,25374.21993781308,8151.177026395528
2018-06-11,2856.9576112075483,9389.820832328942,1441.3530237979478,382.1438800470432,25649.164995799558,8008.948758591574
2018-06-12,2857.394389466573,9392.728415921058,1448.9264383802458,374.94405979088316,25746.574958148645,8032.112683204167
2018-06-13,2825.429345983438,9296.505339209001,1437.820825583593,377.5291162645932,25772.651262854673,7930.142362706846
2018-06-14,2859.131711830331,9338.268135944689,1442.0177675165035,374.6072356541288,26004.918764307764,7964.27117236612
2018-06-15,2882.060033475521,9211.748820272674,1413.1241786881887,375.87095674347887,26033.170363940815,7996.160842651898
2018-06-18,2906.299079090009,9348.563120031115,1423.0665282763612,375.05248864570916,26552.511447113364,7930.811190490592
2018-06-19,2881.3227094054946,9302.050208337705,1428.3030475514784,380.11724999642377,26200.294876458513,8013.202034183205
2018-06-20,2923.1824018074476,9330.085805088562,1438.9085716879486,376.90740443196466,26082.547514463276,8073.703090418376
2018-06-21,2883.6653294412567,9367.401058360412,1456.2320259227315,379.3859712594861,26061.631149626915,8147.031772391223
2018-06-22,2902.0301566532626,9343.918298299144,1462.7032563645582,378.4393749464937,26180.857914387827,8150.125357861929
2018-06-25,2967.048854560703,9415.308876643365,1465.6710573093972,377.9538164974918,26506.69504441567,8048.740108137534
2018-06-26,2939.1426822991857,9367.30168660437,1452.0524057662028,377.3723198364666,26511.153831311563,8121.990488171807
2018-06-27,2923.967955360689,9470.862523344396,1441.2572261222836,374.2941953197551,26163.56127713973,8104.663499929767
2018-06-28,2928.3437133206116,9323.573978728418,1460.648017327753,374.3537119673622,26383.436759239637,8005.7215953846
2018-06-29,2915.0643875118603,9343.307835427275,1484.3100616228671,374.2314921359578,26583.214999135565,8105.539768613131
2018-07-02,2871.319082256438,9566.305946239392,1481.016058767167,375.24655856484355,26103.450245853168,8261.122910875341
2018-07-03,2874.7234035765346,9457.21202382173,1482.3579040723985,375.67623518343567,26112.94826631847,8260.534444978537
2018-07-04,2845.622471802776,9385.971416424036,1468.2002622760228,378.78681393494304,25728.922177698696,8423.532057328372
2018-07-05,2860.521935669589,9449.485291924784,1487.7278033668172,382.39857884226404,25576.75656112173,8432.981849839445
2018-07-06,2835.651864735303,9475.518447985569,1499.2124446919413,378.49572976426185,25367.623484357893,8406.636344783907
2018-07-09,2881.020434525725,9521.072582743389,1531.8254003944119,381.8975452992933,25572.7971943114,8361.458021093853
2018-07-10,2859.895257336685,9582.676260365193,1517.6383169614282,377.48152486875927,25611.409219516794,8487.162020983704
2018-07-11,2852.1145829376806,9661.413830306185,1511.934900299907,379.813816696793,25308.85870971634,8430.117301900846
2018-07-12,2876.743083420459,9795.865911411141,1516.3889171058108,382.28161437353236,25530.580171761547,8488.431995875608
2018-07-13,2842.7726508728647,9849.917774293184,1527.7790979430076,375.08968578860305,25193.036405714098,8448.260707778292
2018-07-16,2850.6602060109203,9827.311308232822,1524.7657919859569,375.5509682579954,25282.121023319327,8415.796062168592
2018-07-17,2889.3477344460102,9912.522788691158,1510.7340250097068,373.9041918584971,25096.724667303282,8496.354142845277
2018-07-18,2844.346627893839,10144.461778070032,1525.985614402001,371.1793080102683,25019.5790351248,8469.842700387491
2018-07-19,2851.0204281368997,10134.40247948895,1538.7008727298542,376.3047461360006,25149.44496417751,8441.526674491804
2018-07-20,2859.8552499042034,10021.967854557579,1523.8077637387773,373.9578119291217,25284.089290314063,8530.122542107869
2018-07-23,2883.6441799726313,10161.122557830266,1547.1370637441848,371.0544897526693,25615.341357654877,8655.315530807009
2018-07-24,2849.4167448792514,10152.540738237922,1567.6709543140628,371.44667557299965,25605.571406545303,8708.132068468522
2018-07-25,2813.216141409602,9893.934869761228,1570.6138825938046,374.1047098963664,25690.35870492287,8659.428112963888
2018-07-26,2829.306093852968,10000.483249254487,1572.6173207312406,373.6870272775698,25593.801374509396,8622.231743055954
2018-07-27,2839.1233523574897,9942.241052526206,1582.830896982502,378.15770880490567,25648.288117685373,8631.019843892838
2018-07-30,2847.654715043824,9937.405152566389,1568.4607966614058,380.27908151514225,25765.632048371186,8658.538733442845
2018-07-31,2858.944191174272,9982.955872228496,1569.6063161551508,372.1098832394633,25751.874655306245,8584.15501784534
2018-08-01,2840.9321359937417,10011.766644514732,1533.0718158111363,370.25131730473765,25320.900819598286,8642.590292164929
2018-08-02,2848.9507719814187,10103.008096966116,1548.4654084646809,368.28216492590684,25410.764025986617,8651.834579305923
2018-08-03,2858.7247378579173,10056.27323388847,1522.4876939825308,370.158050472484,25508.934295500436,8520.83390864695
2018-08-06,2839.732759524488,10124.226183081017,1548.275009124521,360.55312624328207,25354.308114300467,8452.15310438602
2018-08-07,2894.1356359160854,10098.768207563744,1543.2720355216916,369.85182637418154,25055.08476336553,8416.339995711201
2018-08-08,2909.2960711528535,10194.360378037902,1540.296087261266,371.92679163258356,25416.400430826303,8413.34614198462
2018-08-09,2876.0921733488067,10275.75632902819,1530.2763488229552,372.5920823903695,25545.229361999463,8558.926554014797
2018-08-10,2896.4133063872378,10166.573700870176,1526.039889523134,377.1062877745451,25499.85414270917,8579.840648429708
2018-08-13,2869.63070344905,10305.162251753742,1550.4623950685263,386.0574864577168,25234.609443946865,8517.491401091154
2018-08-14,2893.6519402518884,10245.067065949885,1508.6527885776343,389.534886313167,25047.690613535106,8536.959637318001
2018-08-15,2928.6244896736343,10350.557382228104,1530.447720990095,393.34770479572614,25367.66506170172,8512.468895209924
2018-08-16,2906.054098560802,10402.387257614942,1536.750500007717,393.9797753187924,25410.987666799396,8539.903085590919
2018-08-17,2935.5033570985433,10638.086671449304,1516.9613978782081,393.54038640625475,25288.2379307601,8587.086982553785
2018-08-20,2949.088306744776,10615.942517589065,1499.624901137286,391.7860012933363,25420.800080156976,8683.117027395687
2018-08-21,2974.8061309509535,10577.81215876339,1527.8783191023788,388.66694595518123,25234.293191856246,8683.82402014711
2018-08-22,3032.719447955866,10581.693842739316,1512.5986563433266,386.11334931938427,25604.17768321295,8814.521170531954
2018-08-23,3026.793874562852,10549.544991349836,1494.0135750470404,381.0145064558227,25943.474134307926,8889.199591723347
2018-08-24,3005.493231446996,10657.142995364688,1513.3019774963636,380.8397295743911,25838.858276655767,8835.269209784643
2018-08-27,2980.26168208758,10456.834241813503,1519.5429583962382,374.53809804792695,25694.874666516513,9013.641818042477
2018-08-28,2957.4385316072694,10330.890153552273,1504.473375321015,375.36551459572837,25066.062874577,9042.872613359626
2018-08-29,2956.6370152103327,10204.712431382683,1508.6601362583274,375.34175167627325,24723.28403037886,8977.61815459219
2018-08-30,2968.201959283488,10327.206647210915,1492.2409662946818,376.0058637245715,24418.570472875323,9113.864439988767
2018-08-31,2977.8988019900003,10545.393264704873,1510.9074613414998,374.1554201640565,24459.698872316676,9287.027848552278
2018-09-03,3004.020431454301,10538.503003635671,1529.1517907368948,385.77990663601594,24393.676759225556,9287.053598012018
2018-09-04,3005.9130211585166,10523.47656659485,1538.7121520009182,391.142694457864,24091.66627930838,9247.742871426573
2018-09-05,3051.107947761344,10538.63696009834,1545.4490518300286,386.3921001976967,24036.952698152534,9236.170480731962
2018-09-06,3044.558536062008,10691.895505750434,1576.007323145137,387.40780172145503,24161.96174782067,9298.353788626253
2018-09-07,3128.8979578867697,10579.328689361535,1576.6322882207296,385.1685608292866,24292.786057245525,9408.08096418946
2018-09-10,3150.038899733097,10615.937692387552,1556.765751161756,381.3766544342716,23864.094476402406,9459.208107458995
2018-09-11,3124.6131227238484,10746.538902309396,1565.0854389911387,376.3803453987414,23844.56164193965,9470.705858875868
2018-09-12,3092.7141817605275,10817.607161542532,1601.624733651826,378.1200381759117,23540.740499527496,9601.232130280716
2018-09-13,3109.182031660717,10848.707559280441,1584.3874806123479,375.6570389823962,23751.816727700687,9577.079959550527
2018-09-14,3103.7887579077474,10985.537459555464,1578.7215676997607,379.40544267844507,23938.25402309643,9668.811855956872
2018-09-17,3127.5017193537374,10635.77126663172,1586.5850320903135,383.2897281215475,23743.605888003258,9646.645474514029
2018-09-18,3143.8659850585805,10728.669451541606,1586.278895210664,388.6707877516838,23580.310914265643,9686.96079916215
2018-09-19,3143.148274638803,10650.898311605746,1569.7731249480817,385.474410629618,23486.413244211413,9679.966202381502
2018-09-20,3118.1038666369054,10423.314232629127,1589.7727196380083,387.4224657389577,22993.162461595442,9678.00436707854
2018-09-21,3072.4284086836524,10493.509325145335,1630.9803406572992,389.98896219946505,23075.746949121607,9648.036633111982
2018-09-24,3060.2457706516666,10672.77941577922,1635.1514848859385,388.2567163440606,23025.164376677225,9767.707852733094
2018-09-25,3087.9838014201887,10661.579591296913,1619.5443708094917,385.3767368995259,23246.58962955557,9706.207098327766
2018-09-26,3096.1389734594936,10789.886312957993,1592.5974752692944,391.69506814208677,23013.31271622207,9644.45533256037
2018-09-27,3059.1172391110235,11005.115834048385,1597.7538851195047,392.7036667879985,22887.16137613884,9831.451118518107
2018-09-28,3065.9446052881444,11185.368334031498,1617.7939541273208,395.31894656466903,22568.75541705858,9920.923498653012
2018-10-01,3079.2911950078224,11412.202842821103,1626.8970302912135,392.18772001871946,22362.459832321365,9710.937000839702
2018-10-02,3053.6142963959633,11520.681878086954,1627.5047702851562,387.5234923849293,22120.300579613067,9664.447553889135
2018-10-03,3059.835275356464,11538.022850694108,1617.6063055261802,385.43299777915485,22338.445452726843,9509.740004865629
2018-10-04,3063.1462838944854,11323.14344668012,1598.8197494799279,385.070608327184,22199.199030817428,9431.225534992267
2018-10-05,3029.6670048324168,11296.50292254882,1614.1400633504807,381.08813105549103,22234.266417463874,9167.654545693556
2018-10-08,3042.021603938765,11188.971972761325,1631.0102285869639,381.1649400975159,22162.733171877764,9159.10198393534
2018-10-09,3060.6018011844017,11487.17276259162,1603.9305206584331,374.8432997909004,21904.317475511234,9067.717260297748
2018-10-10,3095.2799879413665,11469.819897682386,1632.6219967270972,370.75733006322866,21878.057396447497,9075.326410855158
2018-10-11,3129.4457519644893,11493.659432953158,1643.584699857903,373.35600989345284,22011.32718167477,8945.312455844205
2018-10-12,3087.8970593288223,11576.61864974649,1669.5460095302576,375.7223048910454,21767.580034660317,8954.671101477212
2018-10-15,3060.481936029298,11589.621847662534,1645.5656436396753,374.36265316726866,21943.605127252653,8923.918553560705
2018-10-16,3077.774738314414,11832.315627624084,1621.500783537678,370.6648324927688,21775.24613579547,9047.22548252037
2018-10-17,3095.1267998897556,11751.00641172009,1619.4922914734748,366.967808289228,21684.043842486033,9164.859424045762
2018-10-18,3112.615742260771,11785.49901701826,1629.0968989299906,365.70812433054425,21802.037343028293,9232.387120330912
2018-10-19,3234.0927770170583,11687.565680133557,1661.9394419954485,368.1748932546029,21673.347689158567,9208.01801270992
2018-10-22,3254.17295217657,11509.444021951875,1675.5122821285843,371.7029133058267,21689.75357164642,9375.313184088473
2018-10-23,3292.7533085696264,11431.85622309143,1671.7097169820825,369.96880125354403,21633.586591062205,9247.084049002524
2018-10-24,3325.812609855146,11433.63454475943,1653.5046957145462,365.81222979295376,21668.827618462466,9133.048752679722
2018-10-25,3349.139568535495,11381.592908553694,1676.5380265427816,366.90177824592905,21187.4108093297,9128.901911082088
2018-10-26,3340.2553313000903,11293.851619727633,1659.4176231158833,363.99028432769944,20827.60668109628,9316.832616857051
2018-10-29,3367.2769688161934,11110.035041520172,1689.8067937684013,362.21309215927107,20957.81434980824,9302.661247097429
2018-10-30,3342.9374418422735,11105.62139265648,1685.1966102434749,367.1220795937384,21172.699501341493,9290.110029667097
2018-10-31,3336.692212689233,10911.754508182416,1715.3555675755586,370.2687395796078,20998.03269809055,9172.33750992524
2018-11-01,3322.1654710919315,11017.824089946456,1728.8524040550378,370.96474969631475,20957.752815647356,9253.17667992873
2018-11-02,3326.546548215923,11035.334464750635,1726.9386502227196,366.357667982406,21024.814122670832,9335.33180752851
2018-11-05,3405.208016142693,10848.940845875153,1717.7628033205967,367.2420428175811,21171.684374923563,9404.428916506215
2018-11-06,3343.3263561299877,10815.195118551619,1712.0083208602202,371.2547397732644,20772.324288178326,9353.993095365862
2018-11-07,3367.9419371244717,10724.067616189182,1720.7592233429714,369.9715584068578,20605.78462213878,9297.304521208189
2018-11-08,3315.310573940575,10771.576245132088,1722.9079723098907,375.08128772895833,20548.9228748136,9191.890750458066
2018-11-09,3301.322222179233,10951.304361065084,1712.3432289997031,380.0426577942574,20694.40579395378,9201.586839541591
2018-11-12,3338.9226513365593,10711.448130346756,1709.9083702276653,386.4795650654694,21193.867131913474,9114.874158831553
2018-11-13,3342.738372780089,10732.660149790063,1712.0702883048248,387.7752112427996,21156.437609512694,9021.020591578297
2018-11-14,3308.383553714002,10718.475935396105,1672.665150077907,390.1693032109179,20882.11719105406,8989.327793620365
2018-11-15,3286.372755214596,10811.25593040416,1681.7641963612616,395.80407869085997,20970.272024668688,8952.44992514941
2018-11-16,3310.3500568582444,10845.401763698925,1664.3126411802227,397.6936233652019,21241.825723454607,8911.789627566199
2018-11-19,3287.8275396783515,10754.044090556892,1643.8638035571762,395.8195553673983,21272.11941651242,8951.874869534066
2018-11-20,3296.588238568466,10719.323075914132,1614.0099418187258,394.1628809728317,21097.408071126396,8960.929066296974
2018-11-21,3299.738848602118,10623.360369729384,1582.8065822082124,395.2214249156215,21297.85333092902,8940.37803327194
2018-11-22,3279.887608218844,10766.904125076031,1559.8401813136936,390.2394161018691,21440.627396242417,8957.785989558648
2018-11-23,3351.8465085358753,10776.117793287054,1548.298564216058,389.7974351718686,21240.20538514212,8880.536342021835
2018-11-26,3374.7704244066545,11028.432921289123,1582.1843951416618,394.18868694473275,21325.66627262423,8891.614878735452
2018-11-27,3308.1138965522728,11027.022056448632,1573.6648441135596,385.66926876728184,21536.236389603462,8906.334257494442
2018-11-28,3315.936074598158,10939.898865158591,1577.3712200771909,391.70299544926775,21786.658785918436,8788.526418164656
2018-11-29,3295.649626513394,10747.744216086656,1584.9509545109902,396.21687978271314,21781.620288491264,8869.919103872277
2018-11-30,3325.3906673411384,10521.636654300994,1587.8699857047504,394.5140798314594,21716.23720657364,8802.215868656329
2018-12-03,3300.698952002225,10327.937202653708,1587.1524620833973,396.77618737987586,21978.115511114753,8812.010870545955
2018-12-04,3298.562196957164,10367.240372296921,1566.9190752303261,396.90770966689786,21734.234807764922,8907.001754045612
2018-12-05,3316.868797539534,10436.749611711024,1592.5541894343528,401.9087085802914,21833.48426194968,8983.878895113558
2018-12-06,3347.243195836811,10244.981764132352,1624.8498555556562,405.9787703214083,21558.049334987834,8989.350081826744
2018-12-07,3308.739977619681,10361.164567661745,1595.4250504008364,400.4165740468963,21784.86317997996,8962.719212880313
2018-12-10,3299.32657149259,10307.320365769703,1578.091850892502,402.8881950557688,21740.173005859884,9041.838577330984
2018-12-11,3285.3062379271446,10331.661269213062,1573.8658570007524,402.1806111662103,22010.871655707666,9099.455476608717
