,us_1y,us_5y,us_10y,euro_1y,euro_5y,euro_10y
2018-03-12,1.4306862491419352,1.9804998153998794,2.580740477258998,0.6070366529493896,0.9874371165886084,1.5246387718382302
2018-03-13,1.4351090655252383,1.9842226464844208,2.5897015125096465,0.6013802789457593,1.0015155245325689,1.522876508320541
2018-03-14,1.42645607277389,1.97568504937354,2.591242951948442,0.5996274229907832,1.0054538363376166,1.5228703831289996
2018-03-15,1.4025362538783286,1.9763429876629668,2.5975944329157263,0.5961391621801864,1.0144108276858077,1.5183441023301174
2018-03-16,1.4060058568471734,1.9681562981082645,2.599303205512241,0.5958993644464583,1.0187351911155842,1.5233715789316493
2018-03-19,1.4044808600640741,1.980675680383768,2.5896286097700134,0.5953230505963378,1.015529618979551,1.527541716775281
2018-03-20,1.3988141541344596,1.9704266339509822,2.592050560110054,0.5821923869464044,1.0167305289683954,1.5266726492108222
2018-03-21,1.4064536077716143,1.9645415601028944,2.594101447979962,0.5928343328685842,1.02881045464498,1.5242808156278826
2018-03-22,1.4060044123900701,1.9535235350276943,2.598771282872136,0.5859506958079435,1.0256691321892155,1.5213840281611566
2018-03-23,1.392812461862392,1.9413042464858863,2.597747307070429,0.5792839071120301,1.019433168395947,1.519833303186103
2018-03-26,1.37349793897143,1.9556251841038268,2.591655662616318,0.5769840343494981,1.0126280018572553,1.5128320770423473
2018-03-27,1.3622083063200983,1.96051015616904,2.59690771128172,0.576225690417913,1.0113228255542541,1.5080340404812882
2018-03-28,1.386138429267766,1.961772797000345,2.586401532983702,0.5864385491357359,1.0053019930223956,1.512334642441213
2018-03-29,1.3933661970070939,1.9558636043302224,2.598072086070554,0.5883245133001203,1.015346109587019,1.5138437048715923
2018-03-30,1.3952523204268439,1.9640321106296434,2.5962207415809138,0.592289771688887,1.0166442487945668,1.522015077301475
2018-04-02,1.3934357111549858,1.9566141086753364,2.5981849669573633,0.5942115250019699,1.0224746066531298,1.5205191015506283
2018-04-03,1.3909617817555116,1.9637568623243074,2.6026534321836157,0.5958317560794614,1.0206826143096517,1.518711535415094
2018-04-04,1.4026337415891024,1.9559042608348565,2.607378936542369,0.5979998626010704,1.013841431123115,1.5166720407923757
2018-04-05,1.3977277841700682,1.9501036915179755,2.5961070621427553,0.5844707236030878,1.0059850674505153,1.515076218376285
2018-04-06,1.403496988276911,1.9569282329930369,2.6026997547871096,0.5827212942092111,1.0005371169974466,1.511776448310552
2018-04-09,1.400012708773995,1.9647026790904387,2.6051249854141196,0.5908571219832093,1.002622269961607,1.513131389383988
2018-04-10,1.4194142750923457,1.9700799354955096,2.600042894337651,0.6184534390588561,1.0057415675522146,1.51327690971973
2018-04-11,1.4268371601681287,1.9606328684536984,2.5940455587300835,0.6100232765310795,1.0093607439905667,1.5107273372105385
2018-04-12,1.439292728314965,1.9566123266621929,2.5913731340736286,0.61298483625335,1.0004287078878755,1.5169830817756331
2018-04-13,1.4334486305680827,1.9580244153329796,2.5809832005807447,0.6089875102082296,1.0004262527724859,1.5264659963880647
2018-04-16,1.444029991693757,1.9503808866757888,2.594761339708641,0.6233210735355075,0.9942698817871316,1.5322988824159316
2018-04-17,1.44090421743981,1.9627195515169524,2.6066505503097877,0.6138445942099672,0.9966786775926387,1.5350895024813487
2018-04-18,1.4420045656791385,1.9411020290213974,2.6102641519175953,0.6182191706421784,0.9995531399256234,1.5388983511126675
2018-04-19,1.458355042385333,1.934093373383075,2.6084769645868584,0.608368692945649,0.9925201016434648,1.5481804287017993
2018-04-20,1.4479272918177688,1.9295072748572466,2.6069001006833594,0.6061387262692232,0.9983282792866429,1.5519820252805963
2018-04-23,1.4499597691308228,1.9039117818743008,2.6129646263327513,0.6058985329539744,1.0123612169358123,1.5490560960175999
2018-04-24,1.4543398217160102,1.891345719702175,2.6270272415287668,0.6133863747261518,1.0173702313613204,1.5510174586508527
2018-04-25,1.4595398655240182,1.8969733253150536,2.622464067611993,0.605846206943042,1.0163932271240137,1.5541486799811692
2018-04-26,1.4550320205930836,1.8972458780440302,2.6135233792710064,0.6104898882849737,1.0144939529047552,1.5491750936109896
2018-04-27,1.4758946616011643,1.9114041022424164,2.6259045054597685,0.6106213323486893,1.0132395690147202,1.5477504395177737
2018-04-30,1.4629453427477617,1.9253111402553797,2.611607396759093,0.6125308860526912,1.008675165934058,1.553252398638051
2018-05-01,1.4775341966340865,1.9292085576628153,2.6035391502930714,0.6192392150554872,1.0101895551739704,1.544134934962803
2018-05-02,1.4896848526900028,1.9320277019038217,2.6015642871529847,0.6102613182044502,1.0033587796270447,1.5378827922376002
2018-05-03,1.5086937405860397,1.9326210818810319,2.5890808194105444,0.6159354830164903,0.9920205929074573,1.5370007569694586
2018-05-04,1.4928114695989614,1.9087253437201164,2.597978011912997,0.6119531490448643,0.9933382029983385,1.538769154946987
2018-05-07,1.4841231547200644,1.8961743081001816,2.6048332540770383,0.6196242632297021,0.9934656013929934,1.5319809927222425
2018-05-08,1.4990425853116809,1.8970803876280722,2.6002349082593157,0.6219661666714673,0.9900385812943703,1.5313470464639127
2018-05-09,1.4802721937653778,1.9026246190068012,2.6104718212127374,0.6204994680008479,0.9823424015587081,1.5371158891593557
2018-05-10,1.4642076047549735,1.9052316473160444,2.6220661606399682,0.6163692862172121,0.9840808657201923,1.5374591464447271
2018-05-11,1.4593245268878587,1.8971994626066035,2.6211607954536476,0.6221323511776995,0.9781398154887696,1.5421545911628827
2018-05-14,1.4612444647740812,1.905636119148829,2.6175554500331035,0.6309590129760659,0.9773061493835775,1.5391940205562076
2018-05-15,1.477166715510569,1.9189781154076206,2.6356322662550435,0.6272290521900447,0.9878959805083363,1.5351444362722617
2018-05-16,1.4753140563612654,1.9274200218102426,2.6414015608317167,0.6192980062295749,0.9918031191257886,1.539388805423687
2018-05-17,1.46923166488062,1.936326415776557,2.6434521580554673,0.6241574835301914,0.9835883231514984,1.541235133096968
2018-05-18,1.4723455642575844,1.9312933835949602,2.6543605256285843,0.6140177669359556,0.9759392137254246,1.5353071530580957
2018-05-21,1.4770415290905283,1.9409767906992672,2.6567759707086087,0.6048791798728748,0.9768501282818871,1.5313029484772818
2018-05-22,1.4814539273122311,1.9422886184532162,2.6527310060212552,0.5974402779441794,0.9685982041895329,1.5391258546825688
2018-05-23,1.4796740652327176,1.9468926182099142,2.6533722841051555,0.5945321245629082,0.9565878513021272,1.5345030785852223
2018-05-24,1.4601232040935361,1.9501815047953366,2.6616815184037135,0.5851778013384,0.9597820833699076,1.539174722318852
2018-05-25,1.4509470442024728,1.9490881208463728,2.6457440338729197,0.571606201972729,0.9617076978958328,1.5367837888326836
2018-05-28,1.4651497550551473,1.9413480985702722,2.643439787957406,0.5636580926123692,0.9644112878835076,1.536767909548848
2018-05-29,1.4670204444349133,1.9406088685982859,2.654504247146059,0.5681554137383775,0.965989498974415,1.5382408726535648
2018-05-30,1.463795223243843,1.9494897231556312,2.650409299937311,0.5592546052334901,0.9655976347043806,1.5277359666010668
2018-05-31,1.4749769087275826,1.945516440907815,2.662778168420762,0.556872717487811,0.9616245034183206,1.5204223799239305
2018-06-01,1.463675742403893,1.9535565662712884,2.6740961189756405,0.5704996067243698,0.9647213132148483,1.5208540450178663
2018-06-04,1.461422261066763,1.9601902023068474,2.673571886051729,0.5701553878141802,0.9739006141452793,1.5172325071989468
2018-06-05,1.4627998451185034,1.9574997657336688,2.669023571612617,0.5725531047422874,0.9708932401006185,1.5222154136753199
2018-06-06,1.458386070085557,1.9699989666662452,2.6667247006194197,0.5659308246145265,0.9647687988393687,1.5141848092709793
2018-06-07,1.459393698314573,1.9667990466255287,2.6880416165554313,0.5810751485904275,0.9579580823229012,1.5170110845522693
2018-06-08,1.4575167590003555,1.9803849683890424,2.7030370121308973,0.5772860871664585,0.952757700922899,1.5101299784502475
2018-06-11,1.4435233285224967,1.9842921112229113,2.704040139905351,0.5756893543752979,0.9539732920697555,1.5083694534795256
2018-06-12,1.4453381073412872,1.9841493179568295,2.6991749114923875,0.5849087651210695,0.941135526688434,1.5030475646583357
2018-06-13,1.4320545894261585,1.9761591055337906,2.700111239777038,0.5836366254070942,0.943770549235028,1.5125597140606917
2018-06-14,1.433710740677126,1.9753647634625753,2.7020618551899718,0.5839718468858206,0.947634027296805,1.5058622532458414
2018-06-15,1.4474520989186268,1.9735309278411255,2.692114985289097,0.5820000286402968,0.9368455571371477,1.5052519547689964
2018-06-18,1.4446418669458663,1.9622062603738675,2.6927553154428194,0.5800762019938961,0.9309704745194821,1.4966177740288955
2018-06-19,1.4329270356461565,1.9602477215694083,2.703334550041313,0.5826697160696928,0.9314485603985546,1.5046156246392486
2018-06-20,1.4316571575141066,1.9530134929485345,2.6889396965915813,0.5865403183940795,0.9305877420167282,1.5066220367201346
2018-06-21,1.4233374464333213,1.9582874188693435,2.695552368312679,0.5820375793755915,0.9337055668263398,1.5073069021681278
2018-06-22,1.429282536459636,1.9700439431508974,2.7065507520731176,0.576675016182563,0.9328587458972415,1.5146784668645865
2018-06-25,1.4278026489844076,1.9590017020642403,2.7020662933123627,0.5724110635605602,0.9404473630578913,1.5154155790716997
2018-06-26,1.4449002815010532,1.9744124716195426,2.715619699377891,0.5626022854611618,0.9385203466636293,1.516513435852405
2018-06-27,1.4565301774578265,1.9732555123100763,2.710097002878304,0.5514692736515266,0.9326221487433107,1.5171720622927307
2018-06-28,1.4549993724130126,1.9644803198456298,2.7136256641731875,0.553549443682101,0.9262414975457401,1.5199902339199463
2018-06-29,1.4621554630927436,1.9713001128675034,2.711171482695878,0.5601196143043268,0.9306543086014303,1.51752802700034
2018-07-02,1.4582230990011151,1.967282022563208,2.7087155118385775,0.5662169313563433,0.9308320354531718,1.5164565904635234
2018-07-03,1.4585626678527668,1.9665463924789246,2.703777119280513,0.5495429924443866,0.934634330857523,1.5205082636058105
2018-07-04,1.4549483258892637,1.9629078882810158,2.7093657231274095,0.5478275368350839,0.9383130658528981,1.5218951283636
2018-07-05,1.4626128854877607,1.9555572468942317,2.716156166789261,0.5401128931459359,0.926193966736315,1.5213239087930894
2018-07-06,1.4769427682548566,1.9620732201858488,2.7156407891926433,0.5411190552106819,0.9193534711301744,1.5143212968379358
2018-07-09,1.484929250326768,1.9594965075598012,2.7047610434832654,0.5381942905790162,0.9132297208871515,1.5218115482606187
2018-07-10,1.4941486163396216,1.9465666414301879,2.7079864048163405,0.5423376739227284,0.9083333357562009,1.5185042777108648
2018-07-11,1.5033789507119788,1.9515261825481314,2.711362519691626,0.542203602289919,0.9058112037967417,1.5234404639029613
2018-07-12,1.508891509935326,1.9406759413889176,2.7096287996005346,0.5289315890254938,0.9118061013644448,1.5243192321614016
2018-07-13,1.497498648343223,1.9302965998348403,2.724566649897981,0.522161987915897,0.9189969954787482,1.5178519795477523
2018-07-16,1.5145083635373882,1.941030055679636,2.7120552157787756,0.5222024837196836,0.9172396504975302,1.5241133569354053
2018-07-17,1.5325524718043724,1.9302629965867442,2.6943169460967473,0.5228332567243011,0.9157319653295818,1.525386060167403
2018-07-18,1.5302136757712388,1.9094149928743969,2.6884702668991656,0.5129935190703732,0.911499362985238,1.5320627869510883
2018-07-19,1.526506696619077,1.9150207462390503,2.6941536631718974,0.5022383011455503,0.9120344891686694,1.5311507434474088
2018-07-20,1.5326308131482307,1.91228597537372,2.6857069060724266,0.5026320185085625,0.9132496144650729,1.5346709995972438
2018-07-23,1.5381389415000657,1.910327079283477,2.677859138724218,0.4928063473662089,0.9180884677950866,1.5258583640405188
2018-07-24,1.5361194808125356,1.9074965757433253,2.685467309413643,0.48112594138070336,0.9228791001509818,1.52335728472255
2018-07-25,1.5236192242566595,1.9095816051944938,2.6891676927960253,0.478009957792284,0.9090663918445676,1.5169923180613938
2018-07-26,1.5266762361641573,1.902807132017366,2.6921841800730526,0.47459083515291345,0.9081511221587448,1.5151183988112018
2018-07-27,1.5321906015459128,1.916092165888458,2.698435611428777,0.4684420318115383,0.9164557223440855,1.5174774575087324
2018-07-30,1.5394488130263007,1.9028060915656735,2.6950340678025935,0.4635158731144636,0.913827032780256,1.5144545570704617
2018-07-31,1.5429417407498427,1.9068099658157676,2.692002195210128,0.46361272317702035,0.9206624836904357,1.5187737675386557
2018-08-01,1.5402305892662236,1.9125890548506568,2.6984804293906195,0.4585715828512616,0.9188237728903685,1.5144907043209057
2018-08-02,1.5501706096612864,1.9057521890031563,2.68772133514437,0.45906646200291545,0.9198733136950203,1.5189168873891554
2018-08-03,1.5508290946369456,1.8965385789956561,2.6705795763731817,0.45640318225009413,0.9130519695406254,1.5254656732185257
2018-08-06,1.5461798644932985,1.9056931469231875,2.6671133029841587,0.45757673333780075,0.9064564781952263,1.5305333038939806
2018-08-07,1.5443733306728413,1.896775400137037,2.674560289296684,0.4637241722958573,0.9108094276288045,1.5288123586348317
2018-08-08,1.5269136403480914,1.891315424670282,2.6766047668885786,0.46959890721359143,0.9161003373100084,1.518185090645111
2018-08-09,1.525091222106306,1.8993012053324196,2.6834630989215627,0.478616380511054,0.9162589107472114,1.5210959256287977
2018-08-10,1.5319755873050527,1.899613876434271,2.6673327444381774,0.4844834087893341,0.908893765291381,1.5204697520552213
2018-08-13,1.535373417526445,1.883439583425609,2.6698567189047653,0.48615331151012675,0.9091565926310243,1.5155777873545846
2018-08-14,1.5505800592562569,1.8991631157265905,2.6750876349419044,0.4831192900466457,0.91670000239507,1.5127963920302325
2018-08-15,1.5479503101160998,1.8943930188975708,2.664281255561019,0.4804049635869322,0.9271572012153806,1.5199685186124565
2018-08-16,1.552823441746633,1.8907682032884132,2.671177716285391,0.4742605224418815,0.925256953621425,1.5142818176094057
2018-08-17,1.5607508435096906,1.8930702615593504,2.670285565113345,0.4742922274792424,0.9152977465198784,1.5166233634875117
2018-08-20,1.5841794135925649,1.898695952732387,2.694856258726193,0.47917393983022594,0.920339928117207,1.5177131543656988
2018-08-21,1.5856270685037412,1.9163458913540103,2.677438370175019,0.47409426661004483,0.918684149538477,1.5159262160423825
2018-08-22,1.575185196715101,1.9014052780093589,2.688391285116417,0.4738337415993984,0.9243423933878432,1.5191488794789478
2018-08-23,1.5836644842486538,1.9088388478896925,2.6852380203442086,0.469092205998346,0.926028826737949,1.5273101057734422
2018-08-24,1.6023217578083384,1.915525935136143,2.672300806628688,0.47055768630965933,0.9207281621033778,1.5258302482540111
2018-08-27,1.599096270706072,1.914291450938276,2.6680851654801683,0.4667120026220096,0.9210776282673341,1.5246143435136257
2018-08-28,1.6075070860921363,1.9213769141916222,2.670304999410868,0.46153542862295127,0.9289276584696601,1.5277246680385768
2018-08-29,1.6197943666444254,1.929785380350351,2.678604732767388,0.4567756617584271,0.9280327345358567,1.5323158821457517
2018-08-30,1.629965022084127,1.917347715285468,2.6923804470724457,0.4602989631753461,0.9218239035551844,1.5316773461100084
2018-08-31,1.6312206073088629,1.9330956138383955,2.7037555917820804,0.4596217173380336,0.9122920385436044,1.5301504774295402
2018-09-03,1.6242358697267314,1.9190667535601522,2.6960325356164443,0.45662276522803336,0.9076590504224166,1.5190622448259414
2018-09-04,1.6234230742465956,1.9088489070290033,2.7050738531545733,0.4584525967458638,0.9051982328517907,1.5151722002641086
2018-09-05,1.6280090787853718,1.9064928179663865,2.7082041328115403,0.4555509832235903,0.9101182276672942,1.509475641903771
2018-09-06,1.637091304026289,1.92381728258507,2.7029673086441086,0.46343660847939017,0.9033931320604245,1.5128987668853304
2018-09-07,1.6404307545062795,1.9210429729172893,2.701272023896289,0.4566195454035374,0.9127156433748023,1.5116792521423261
2018-09-10,1.6366316748408738,1.9207555679068322,2.695593282620731,0.4553107448138164,0.9046927301097551,1.5102641441146316
2018-09-11,1.6421854714023714,1.9336442753419731,2.6958900213562225,0.4454773882621474,0.9186816466650961,1.5102188627965165
2018-09-12,1.6507863220797996,1.930941412058884,2.6900527582978695,0.44304926751891677,0.929034758005623,1.5058679804458897
2018-09-13,1.6545824226439445,1.9203354816425078,2.6818288057121302,0.4312918190349703,0.929881755501951,1.5136342163793335
2018-09-14,1.6462205514985613,1.916580368125363,2.6856617587343923,0.43651603469288425,0.9199955942933333,1.5201251859378164
2018-09-17,1.6444064911513894,1.928917494629615,2.6906916031204693,0.4418815610619233,0.9196630499214389,1.5282157198530548
2018-09-18,1.653884698915514,1.9295552796031112,2.6891908271197362,0.4473707522779946,0.9173420041735199,1.5316328060092494
2018-09-19,1.6400545208280692,1.9469312039346176,2.7001320375512243,0.4475728596392159,0.9096962808352143,1.5314854154341397
2018-09-20,1.6191227406041575,1.953572618270977,2.698048592859263,0.4414137668062452,0.9114423385986989,1.5395590619491741
2018-09-21,1.6342035691055978,1.9477693378434355,2.695626396498259,0.4358113823819936,0.906500479819565,1.5361542277696092
2018-09-24,1.6393177216558166,1.9482290245836213,2.7009103083570247,0.44652258676853723,0.9022110447372675,1.531798182874444
2018-09-25,1.6453850216810177,1.9405500615203444,2.699850903677478,0.4565723264951358,0.9009889729298335,1.5287906253005947
2018-09-26,1.634616851944747,1.9345341642445055,2.700529285509687,0.4574302125937912,0.8975395199575992,1.5314049816351663
2018-09-27,1.6419921325794125,1.9748459225037374,2.6803657777447345,0.45382077435522894,0.9100084596602593,1.527594455668228
2018-09-28,1.644744619455096,1.9840135430940415,2.6804994368226382,0.4634011383141185,0.9067941718622621,1.526817590727138
2018-10-01,1.6289013436766122,1.9917634249951017,2.665881869322868,0.45853961618442485,0.909439457930629,1.518808314257714
2018-10-02,1.6431441778193507,1.986154802157329,2.656114264754877,0.4601415606410962,0.9103125928838911,1.5212138025848554
2018-10-03,1.644731011055538,2.000281058753859,2.645431684444833,0.4696052617788854,0.9124290942354444,1.5136282857489398
2018-10-04,1.6407701713947453,2.0101757991699953,2.6370910192165624,0.463750892281233,0.9150036246571099,1.508967480474613
2018-10-05,1.6369902739348932,2.027110390774215,2.6327001883395047,0.46955545738069276,0.9202917935767467,1.5150533161490962
2018-10-08,1.6168380548805694,2.0436084181098013,2.6288082474151406,0.47319938295159986,0.9218904700304585,1.5209549077340268
2018-10-09,1.622771420876883,2.0302966145169234,2.6341224490491975,0.4729227671559789,0.9232398447997765,1.5228264731817591
2018-10-10,1.6253899929493403,2.0203080591134945,2.6359015515622755,0.46596873196204713,0.9235907072105853,1.5242047910904353
2018-10-11,1.6234491916260094,2.0112739687743217,2.620692956131731,0.4608976536413242,0.9227602000965455,1.521549992854664
2018-10-12,1.636234043700526,2.0027785029843295,2.621359313232106,0.4629238111512788,0.9172894128065814,1.5176854745359531
2018-10-15,1.6223954535105676,2.0056895742626732,2.6239053552047733,0.4529604535871091,0.9169242025420602,1.5158742660471662
2018-10-16,1.6164277287468916,2.0005883431938107,2.6212768230747496,0.4538756606002369,0.9183718067936534,1.5083059951748545
2018-10-17,1.6079276461992875,2.0192417300606733,2.6207897352594958,0.4576630174886685,0.9207847941330901,1.509568237949623
2018-10-18,1.605139696401572,2.0363838489994084,2.622312216262672,0.4645595586983322,0.9218665027710315,1.509812393573665
2018-10-19,1.6058143966541443,2.036325694652697,2.628429013043757,0.45477105917711064,0.9204687726903403,1.5051452872401136
2018-10-22,1.6101145318922578,2.053923630598045,2.6158299731440553,0.46398479025723954,0.920126293271165,1.5129886968343205
2018-10-23,1.6066447973612066,2.0673168422432067,2.613875436834938,0.47585233471649907,0.9168044143638603,1.5160232653857557
2018-10-24,1.5978712400096577,2.0632604832106116,2.6259421256194,0.47872339569049427,0.9186837583098996,1.5194824744058
2018-10-25,1.614731309507362,2.0451775451143814,2.6372754160857834,0.47145705562052165,0.9173569889424149,1.517045774775604
2018-10-26,1.6388477114252478,2.0432158296497347,2.6440829115079896,0.46916029060199993,0.9184403545715997,1.5170391243854724
2018-10-29,1.6402805781440681,2.0374142304700285,2.6483775089796353,0.4688271098861704,0.924445172831895,1.5201759877364096
2018-10-30,1.6327127744738594,2.039272781096341,2.6616145869668517,0.4707203544472843,0.9201890193740405,1.5209398995719108
2018-10-31,1.6474673157842825,2.0400758356782136,2.676957370979705,0.4708742253157895,0.9237691916595034,1.52894940349576
2018-11-01,1.6329997447209978,2.040642994608307,2.6759247310753302,0.47284238131605183,0.9239684527388157,1.5279304656486763
2018-11-02,1.6296520114739494,2.0453561572807195,2.668169271529024,0.47220715401467794,0.9360956143363002,1.5254076629874957
2018-11-05,1.6226908409604865,2.0344434597569663,2.6660069329880276,0.47406290367626364,0.9347978123655192,1.528578927369853
2018-11-06,1.6110954854559816,2.0381457022550937,2.690780497098204,0.47083923972813446,0.9389687998644255,1.5222556910084204
2018-11-07,1.6082952431267639,2.0341891568779404,2.6782256463564025,0.4684719327092572,0.9390609205749614,1.5268771756699608
2018-11-08,1.5996535223350243,2.0359889966767137,2.6744613332401674,0.4644397565159205,0.9307310935250804,1.520373616667001
2018-11-09,1.5997800669765108,2.0446056852838033,2.6631598040202262,0.477860573257449,0.9276069589519655,1.5235665399972937
2018-11-12,1.6000518386532354,2.033586087324814,2.6641579149232455,0.48810787876066924,0.932889785584536,1.5203251722264304
2018-11-13,1.5938385214180157,2.031054444450788,2.6545363866920866,0.49199493809076456,0.9302936188208862,1.5227080929613475
2018-11-14,1.590133387852077,2.0299876363445284,2.6536663785094174,0.5012721010716388,0.9169720809318486,1.5272448076916525
2018-11-15,1.5878248981730398,2.0253592156003926,2.6380656172292674,0.5068613304444839,0.9167836628303015,1.528011913669172
2018-11-16,1.595923358784234,2.033457681065589,2.6430065825499445,0.5081302285610824,0.9102296450425955,1.5220138089109687
2018-11-19,1.5944390647735922,2.026974185836385,2.6527853446016882,0.49759122917394455,0.9110205514381758,1.517529932688433
2018-11-20,1.6026860821814533,2.021975582241404,2.6497137956251806,0.49575608173306857,0.9203274339265639,1.513886636983264
2018-11-21,1.6085442120169997,2.0155863100448355,2.648632755568575,0.4934108164889401,0.9249441777913814,1.5044116025152752
